ticker_normalized,market,as_of_date,stock_signal_score,linked_mineral_count,direct_signal_count,proxy_signal_count,is_tradeable_signal
000408.SZ,CN_A,2022-01-08,0.0,1,0,1,False
000630.SZ,CN_A,2022-01-08,0.0,1,1,0,False
000792.SZ,CN_A,2022-01-08,0.0,1,0,1,False
000807.SZ,CN_A,2022-01-08,0.0,1,1,0,False
000831.SZ,CN_A,2022-01-08,0.0,1,0,1,False
000933.SZ,CN_A,2022-01-08,0.0,1,1,0,False
000970.SZ,CN_A,2022-01-08,0.0,1,0,1,False
002340.SZ,CN_A,2022-01-08,0.0,1,1,0,False
002460.SZ,CN_A,2022-01-08,0.0,1,0,1,False
002466.SZ,CN_A,2022-01-08,0.0,1,0,1,False
0358.HK,HK,2022-01-08,0.0,1,1,0,False
0815.HK,HK,2022-01-08,0.0,1,1,0,False
1164.HK,HK,2022-01-08,0.0,1,0,1,False
1378.HK,HK,2022-01-08,0.0,1,1,0,False
1772.HK,HK,2022-01-08,0.0,1,0,1,False
2302.HK,HK,2022-01-08,0.0,1,0,1,False
2362.HK,HK,2022-01-08,0.0,3,3,0,False
2600.HK,HK,2022-01-08,0.0,1,1,0,False
2899.HK,HK,2022-01-08,0.0,4,4,0,False
300748.SZ,CN_A,2022-01-08,0.0,1,0,1,False
300919.SZ,CN_A,2022-01-08,0.0,1,1,0,False
3993.HK,HK,2022-01-08,0.0,1,1,0,False
600111.SH,CN_A,2022-01-08,0.0,1,0,1,False
600362.SH,CN_A,2022-01-08,0.0,1,1,0,False
600366.SH,CN_A,2022-01-08,0.0,1,0,1,False
600392.SH,CN_A,2022-01-08,0.0,1,0,1,False
600531.SH,CN_A,2022-01-08,0.0,1,1,0,False
601600.SH,CN_A,2022-01-08,0.0,1,1,0,False
601899.SH,CN_A,2022-01-08,0.0,4,4,0,False
601985.SH,CN_A,2022-01-08,0.0,1,0,1,False
603799.SH,CN_A,2022-01-08,0.0,1,1,0,False
603993.SH,CN_A,2022-01-08,0.0,1,1,0,False
6680.HK,HK,2022-01-08,0.0,1,0,1,False
9696.HK,HK,2022-01-08,0.0,1,0,1,False
AA,US,2022-01-08,0.0,1,1,0,False
ALB,US,2022-01-08,0.0,1,0,1,False
ALTM,US,2022-01-08,0.0,1,0,1,False
ANGPY,US,2022-01-08,0.0,2,2,0,False
BHP,US,2022-01-08,0.0,1,1,0,False
CCJ,US,2022-01-08,0.0,1,0,1,False
CDE,US,2022-01-08,0.0,1,1,0,False
CENX,US,2022-01-08,0.0,1,1,0,False
DNN,US,2022-01-08,0.0,1,0,1,False
FCX,US,2022-01-08,0.0,1,1,0,False
HBM,US,2022-01-08,0.0,1,1,0,False
HL,US,2022-01-08,0.0,1,1,0,False
IMPUY,US,2022-01-08,0.0,2,2,0,False
KALU,US,2022-01-08,0.0,1,1,0,False
LAC,US,2022-01-08,0.0,1,0,1,False
MP,US,2022-01-08,0.0,1,0,1,False
NGLOY,US,2022-01-08,0.0,2,2,0,False
NXE,US,2022-01-08,0.0,1,0,1,False
PAAS,US,2022-01-08,0.0,1,1,0,False
PLG,US,2022-01-08,0.0,2,2,0,False
SBSW,US,2022-01-08,0.0,2,2,0,False
SCCO,US,2022-01-08,0.0,1,1,0,False
SGML,US,2022-01-08,0.0,1,0,1,False
SQM,US,2022-01-08,0.0,1,0,1,False
SVM,US,2022-01-08,0.0,1,1,0,False
TECK,US,2022-01-08,0.0,2,2,0,False
TLOFF,US,2022-01-08,0.0,1,1,0,False
UEC,US,2022-01-08,0.0,1,0,1,False
USA,US,2022-01-08,0.0,1,0,1,False
USAR,US,2022-01-08,0.0,1,0,1,False
UUUU,US,2022-01-08,0.0,2,0,2,False
VALE,US,2022-01-08,0.0,1,1,0,False
WPM,US,2022-01-08,0.0,1,1,0,False
002155.SZ,CN_A,2022-01-09,0.0,1,0,1,False
2237.HK,HK,2022-01-09,0.0,1,0,1,False
600497.SH,CN_A,2022-01-09,0.0,1,0,1,False
600516.SH,CN_A,2022-01-09,0.0,1,0,1,False
600884.SH,CN_A,2022-01-09,0.0,1,0,1,False
601020.SH,CN_A,2022-01-09,0.0,1,0,1,False
603659.SH,CN_A,2022-01-09,0.0,1,0,1,False
835185.BJ,CN_A,2022-01-09,0.0,1,0,1,False
GPHOF,US,2022-01-09,0.0,1,0,1,False
NMG,US,2022-01-09,0.0,1,0,1,False
UAMY,US,2022-01-09,0.0,1,0,1,False
WWR,US,2022-01-09,0.0,1,0,1,False
000408.SZ,CN_A,2022-01-15,0.0,1,0,1,False
000630.SZ,CN_A,2022-01-15,0.0,1,1,0,False
000792.SZ,CN_A,2022-01-15,0.0,1,0,1,False
000807.SZ,CN_A,2022-01-15,0.0,1,1,0,False
000831.SZ,CN_A,2022-01-15,0.0,1,0,1,False
000933.SZ,CN_A,2022-01-15,0.0,1,1,0,False
000970.SZ,CN_A,2022-01-15,0.0,1,0,1,False
002340.SZ,CN_A,2022-01-15,0.0,1,1,0,False
002460.SZ,CN_A,2022-01-15,0.0,1,0,1,False
002466.SZ,CN_A,2022-01-15,0.0,1,0,1,False
0358.HK,HK,2022-01-15,0.0,1,1,0,False
0815.HK,HK,2022-01-15,0.0,1,1,0,False
1164.HK,HK,2022-01-15,0.0,1,0,1,False
1378.HK,HK,2022-01-15,0.0,1,1,0,False
1772.HK,HK,2022-01-15,0.0,1,0,1,False
2302.HK,HK,2022-01-15,0.0,1,0,1,False
2362.HK,HK,2022-01-15,0.0,3,3,0,False
2600.HK,HK,2022-01-15,0.0,1,1,0,False
2899.HK,HK,2022-01-15,0.0,4,4,0,False
300748.SZ,CN_A,2022-01-15,0.0,1,0,1,False
300919.SZ,CN_A,2022-01-15,0.0,1,1,0,False
3993.HK,HK,2022-01-15,0.0,1,1,0,False
600111.SH,CN_A,2022-01-15,0.0,1,0,1,False
600362.SH,CN_A,2022-01-15,0.0,1,1,0,False
600366.SH,CN_A,2022-01-15,0.0,1,0,1,False
600392.SH,CN_A,2022-01-15,0.0,1,0,1,False
600531.SH,CN_A,2022-01-15,0.0,1,1,0,False
601600.SH,CN_A,2022-01-15,0.0,1,1,0,False
601899.SH,CN_A,2022-01-15,0.0,4,4,0,False
601985.SH,CN_A,2022-01-15,0.0,1,0,1,False
603799.SH,CN_A,2022-01-15,0.0,1,1,0,False
603993.SH,CN_A,2022-01-15,0.0,1,1,0,False
6680.HK,HK,2022-01-15,0.0,1,0,1,False
9696.HK,HK,2022-01-15,0.0,1,0,1,False
AA,US,2022-01-15,0.0,1,1,0,False
ALB,US,2022-01-15,0.0,1,0,1,False
ALTM,US,2022-01-15,0.0,1,0,1,False
ANGPY,US,2022-01-15,0.0,2,2,0,False
BHP,US,2022-01-15,0.0,1,1,0,False
CCJ,US,2022-01-15,0.0,1,0,1,False
CDE,US,2022-01-15,0.0,1,1,0,False
CENX,US,2022-01-15,0.0,1,1,0,False
DNN,US,2022-01-15,0.0,1,0,1,False
FCX,US,2022-01-15,0.0,1,1,0,False
HBM,US,2022-01-15,0.0,1,1,0,False
HL,US,2022-01-15,0.0,1,1,0,False
IMPUY,US,2022-01-15,0.0,2,2,0,False
KALU,US,2022-01-15,0.0,1,1,0,False
LAC,US,2022-01-15,0.0,1,0,1,False
MP,US,2022-01-15,0.0,1,0,1,False
NGLOY,US,2022-01-15,0.0,2,2,0,False
NXE,US,2022-01-15,0.0,1,0,1,False
PAAS,US,2022-01-15,0.0,1,1,0,False
PLG,US,2022-01-15,0.0,2,2,0,False
SBSW,US,2022-01-15,0.0,2,2,0,False
SCCO,US,2022-01-15,0.0,1,1,0,False
SGML,US,2022-01-15,0.0,1,0,1,False
SQM,US,2022-01-15,0.0,1,0,1,False
SVM,US,2022-01-15,0.0,1,1,0,False
TECK,US,2022-01-15,0.0,2,2,0,False
TLOFF,US,2022-01-15,0.0,1,1,0,False
UEC,US,2022-01-15,0.0,1,0,1,False
USA,US,2022-01-15,0.0,1,0,1,False
USAR,US,2022-01-15,0.0,1,0,1,False
UUUU,US,2022-01-15,0.0,2,0,2,False
VALE,US,2022-01-15,0.0,1,1,0,False
WPM,US,2022-01-15,0.0,1,1,0,False
002155.SZ,CN_A,2022-01-16,0.0,1,0,1,False
2237.HK,HK,2022-01-16,0.0,1,0,1,False
600497.SH,CN_A,2022-01-16,0.0,1,0,1,False
600516.SH,CN_A,2022-01-16,0.0,1,0,1,False
600884.SH,CN_A,2022-01-16,0.0,1,0,1,False
601020.SH,CN_A,2022-01-16,0.0,1,0,1,False
603659.SH,CN_A,2022-01-16,0.0,1,0,1,False
835185.BJ,CN_A,2022-01-16,0.0,1,0,1,False
GPHOF,US,2022-01-16,0.0,1,0,1,False
NMG,US,2022-01-16,0.0,1,0,1,False
UAMY,US,2022-01-16,0.0,1,0,1,False
WWR,US,2022-01-16,0.0,1,0,1,False
000408.SZ,CN_A,2022-01-22,0.0,1,0,1,False
000630.SZ,CN_A,2022-01-22,0.0,1,1,0,False
000792.SZ,CN_A,2022-01-22,0.0,1,0,1,False
000807.SZ,CN_A,2022-01-22,0.0,1,1,0,False
000831.SZ,CN_A,2022-01-22,0.0,1,0,1,False
000933.SZ,CN_A,2022-01-22,0.0,1,1,0,False
000970.SZ,CN_A,2022-01-22,0.0,1,0,1,False
002340.SZ,CN_A,2022-01-22,0.0,1,1,0,False
002460.SZ,CN_A,2022-01-22,0.0,1,0,1,False
002466.SZ,CN_A,2022-01-22,0.0,1,0,1,False
0358.HK,HK,2022-01-22,0.0,1,1,0,False
0815.HK,HK,2022-01-22,0.0,1,1,0,False
1164.HK,HK,2022-01-22,0.0,1,0,1,False
1378.HK,HK,2022-01-22,0.0,1,1,0,False
1772.HK,HK,2022-01-22,0.0,1,0,1,False
2302.HK,HK,2022-01-22,0.0,1,0,1,False
2362.HK,HK,2022-01-22,0.0,3,3,0,False
2600.HK,HK,2022-01-22,0.0,1,1,0,False
2899.HK,HK,2022-01-22,0.0,4,4,0,False
300748.SZ,CN_A,2022-01-22,0.0,1,0,1,False
300919.SZ,CN_A,2022-01-22,0.0,1,1,0,False
3993.HK,HK,2022-01-22,0.0,1,1,0,False
600111.SH,CN_A,2022-01-22,0.0,1,0,1,False
600362.SH,CN_A,2022-01-22,0.0,1,1,0,False
600366.SH,CN_A,2022-01-22,0.0,1,0,1,False
600392.SH,CN_A,2022-01-22,0.0,1,0,1,False
600531.SH,CN_A,2022-01-22,0.0,1,1,0,False
601600.SH,CN_A,2022-01-22,0.0,1,1,0,False
601899.SH,CN_A,2022-01-22,0.0,4,4,0,False
601985.SH,CN_A,2022-01-22,0.0,1,0,1,False
603799.SH,CN_A,2022-01-22,0.0,1,1,0,False
603993.SH,CN_A,2022-01-22,0.0,1,1,0,False
6680.HK,HK,2022-01-22,0.0,1,0,1,False
9696.HK,HK,2022-01-22,0.0,1,0,1,False
AA,US,2022-01-22,0.0,1,1,0,False
ALB,US,2022-01-22,0.0,1,0,1,False
ALTM,US,2022-01-22,0.0,1,0,1,False
ANGPY,US,2022-01-22,0.0,2,2,0,False
BHP,US,2022-01-22,0.0,1,1,0,False
CCJ,US,2022-01-22,0.0,1,0,1,False
CDE,US,2022-01-22,0.0,1,1,0,False
CENX,US,2022-01-22,0.0,1,1,0,False
DNN,US,2022-01-22,0.0,1,0,1,False
FCX,US,2022-01-22,0.0,1,1,0,False
HBM,US,2022-01-22,0.0,1,1,0,False
HL,US,2022-01-22,0.0,1,1,0,False
IMPUY,US,2022-01-22,0.0,2,2,0,False
KALU,US,2022-01-22,0.0,1,1,0,False
LAC,US,2022-01-22,0.0,1,0,1,False
MP,US,2022-01-22,0.0,1,0,1,False
NGLOY,US,2022-01-22,0.0,2,2,0,False
NXE,US,2022-01-22,0.0,1,0,1,False
PAAS,US,2022-01-22,0.0,1,1,0,False
PLG,US,2022-01-22,0.0,2,2,0,False
SBSW,US,2022-01-22,0.0,2,2,0,False
SCCO,US,2022-01-22,0.0,1,1,0,False
SGML,US,2022-01-22,0.0,1,0,1,False
SQM,US,2022-01-22,0.0,1,0,1,False
SVM,US,2022-01-22,0.0,1,1,0,False
TECK,US,2022-01-22,0.0,2,2,0,False
TLOFF,US,2022-01-22,0.0,1,1,0,False
UEC,US,2022-01-22,0.0,1,0,1,False
USA,US,2022-01-22,0.0,1,0,1,False
USAR,US,2022-01-22,0.0,1,0,1,False
UUUU,US,2022-01-22,0.0,2,0,2,False
VALE,US,2022-01-22,0.0,1,1,0,False
WPM,US,2022-01-22,0.0,1,1,0,False
002155.SZ,CN_A,2022-01-23,0.0,1,0,1,False
2237.HK,HK,2022-01-23,0.0,1,0,1,False
600497.SH,CN_A,2022-01-23,0.0,1,0,1,False
600516.SH,CN_A,2022-01-23,0.0,1,0,1,False
600884.SH,CN_A,2022-01-23,0.0,1,0,1,False
601020.SH,CN_A,2022-01-23,0.0,1,0,1,False
603659.SH,CN_A,2022-01-23,0.0,1,0,1,False
835185.BJ,CN_A,2022-01-23,0.0,1,0,1,False
GPHOF,US,2022-01-23,0.0,1,0,1,False
NMG,US,2022-01-23,0.0,1,0,1,False
UAMY,US,2022-01-23,0.0,1,0,1,False
WWR,US,2022-01-23,0.0,1,0,1,False
000408.SZ,CN_A,2022-01-29,0.0,1,0,1,False
000630.SZ,CN_A,2022-01-29,0.0,1,1,0,False
000792.SZ,CN_A,2022-01-29,0.0,1,0,1,False
000807.SZ,CN_A,2022-01-29,0.0,1,1,0,False
000831.SZ,CN_A,2022-01-29,0.0,1,0,1,False
000933.SZ,CN_A,2022-01-29,0.0,1,1,0,False
000970.SZ,CN_A,2022-01-29,0.0,1,0,1,False
002340.SZ,CN_A,2022-01-29,0.0,1,1,0,False
002460.SZ,CN_A,2022-01-29,0.0,1,0,1,False
002466.SZ,CN_A,2022-01-29,0.0,1,0,1,False
0358.HK,HK,2022-01-29,0.0,1,1,0,False
0815.HK,HK,2022-01-29,0.0,1,1,0,False
1164.HK,HK,2022-01-29,0.0,1,0,1,False
1378.HK,HK,2022-01-29,0.0,1,1,0,False
1772.HK,HK,2022-01-29,0.0,1,0,1,False
2302.HK,HK,2022-01-29,0.0,1,0,1,False
2362.HK,HK,2022-01-29,0.0,3,3,0,False
2600.HK,HK,2022-01-29,0.0,1,1,0,False
2899.HK,HK,2022-01-29,0.0,4,4,0,False
300748.SZ,CN_A,2022-01-29,0.0,1,0,1,False
300919.SZ,CN_A,2022-01-29,0.0,1,1,0,False
3993.HK,HK,2022-01-29,0.0,1,1,0,False
600111.SH,CN_A,2022-01-29,0.0,1,0,1,False
600362.SH,CN_A,2022-01-29,0.0,1,1,0,False
600366.SH,CN_A,2022-01-29,0.0,1,0,1,False
600392.SH,CN_A,2022-01-29,0.0,1,0,1,False
600531.SH,CN_A,2022-01-29,0.0,1,1,0,False
601600.SH,CN_A,2022-01-29,0.0,1,1,0,False
601899.SH,CN_A,2022-01-29,0.0,4,4,0,False
601985.SH,CN_A,2022-01-29,0.0,1,0,1,False
603799.SH,CN_A,2022-01-29,0.0,1,1,0,False
603993.SH,CN_A,2022-01-29,0.0,1,1,0,False
6680.HK,HK,2022-01-29,0.0,1,0,1,False
9696.HK,HK,2022-01-29,0.0,1,0,1,False
AA,US,2022-01-29,0.0,1,1,0,False
ALB,US,2022-01-29,0.0,1,0,1,False
ALTM,US,2022-01-29,0.0,1,0,1,False
ANGPY,US,2022-01-29,0.0,2,2,0,False
BHP,US,2022-01-29,0.0,1,1,0,False
CCJ,US,2022-01-29,0.0,1,0,1,False
CDE,US,2022-01-29,0.0,1,1,0,False
CENX,US,2022-01-29,0.0,1,1,0,False
DNN,US,2022-01-29,0.0,1,0,1,False
FCX,US,2022-01-29,0.0,1,1,0,False
HBM,US,2022-01-29,0.0,1,1,0,False
HL,US,2022-01-29,0.0,1,1,0,False
IMPUY,US,2022-01-29,0.0,2,2,0,False
KALU,US,2022-01-29,0.0,1,1,0,False
LAC,US,2022-01-29,0.0,1,0,1,False
MP,US,2022-01-29,0.0,1,0,1,False
NGLOY,US,2022-01-29,0.0,2,2,0,False
NXE,US,2022-01-29,0.0,1,0,1,False
PAAS,US,2022-01-29,0.0,1,1,0,False
PLG,US,2022-01-29,0.0,2,2,0,False
SBSW,US,2022-01-29,0.0,2,2,0,False
SCCO,US,2022-01-29,0.0,1,1,0,False
SGML,US,2022-01-29,0.0,1,0,1,False
SQM,US,2022-01-29,0.0,1,0,1,False
SVM,US,2022-01-29,0.0,1,1,0,False
TECK,US,2022-01-29,0.0,2,2,0,False
TLOFF,US,2022-01-29,0.0,1,1,0,False
UEC,US,2022-01-29,0.0,1,0,1,False
USA,US,2022-01-29,0.0,1,0,1,False
USAR,US,2022-01-29,0.0,1,0,1,False
UUUU,US,2022-01-29,0.0,2,0,2,False
VALE,US,2022-01-29,0.0,1,1,0,False
WPM,US,2022-01-29,0.0,1,1,0,False
002155.SZ,CN_A,2022-01-30,0.0,1,0,1,False
2237.HK,HK,2022-01-30,0.0,1,0,1,False
600497.SH,CN_A,2022-01-30,0.0,1,0,1,False
600516.SH,CN_A,2022-01-30,0.0,1,0,1,False
600884.SH,CN_A,2022-01-30,0.0,1,0,1,False
601020.SH,CN_A,2022-01-30,0.0,1,0,1,False
603659.SH,CN_A,2022-01-30,0.0,1,0,1,False
835185.BJ,CN_A,2022-01-30,0.0,1,0,1,False
GPHOF,US,2022-01-30,0.0,1,0,1,False
NMG,US,2022-01-30,0.0,1,0,1,False
UAMY,US,2022-01-30,0.0,1,0,1,False
WWR,US,2022-01-30,0.0,1,0,1,False
000408.SZ,CN_A,2022-02-05,0.0,1,0,1,False
000630.SZ,CN_A,2022-02-05,0.0,1,1,0,False
000792.SZ,CN_A,2022-02-05,0.0,1,0,1,False
000807.SZ,CN_A,2022-02-05,0.0,1,1,0,False
000831.SZ,CN_A,2022-02-05,0.0,1,0,1,False
000933.SZ,CN_A,2022-02-05,0.0,1,1,0,False
000970.SZ,CN_A,2022-02-05,0.0,1,0,1,False
002340.SZ,CN_A,2022-02-05,0.0,1,1,0,False
002460.SZ,CN_A,2022-02-05,0.0,1,0,1,False
002466.SZ,CN_A,2022-02-05,0.0,1,0,1,False
0358.HK,HK,2022-02-05,0.0,1,1,0,False
0815.HK,HK,2022-02-05,0.0,1,1,0,False
1164.HK,HK,2022-02-05,0.0,1,0,1,False
1378.HK,HK,2022-02-05,0.0,1,1,0,False
1772.HK,HK,2022-02-05,0.0,1,0,1,False
2302.HK,HK,2022-02-05,0.0,1,0,1,False
2362.HK,HK,2022-02-05,0.0,3,3,0,False
2600.HK,HK,2022-02-05,0.0,1,1,0,False
2899.HK,HK,2022-02-05,0.0,4,4,0,False
300748.SZ,CN_A,2022-02-05,0.0,1,0,1,False
300919.SZ,CN_A,2022-02-05,0.0,1,1,0,False
3993.HK,HK,2022-02-05,0.0,1,1,0,False
600111.SH,CN_A,2022-02-05,0.0,1,0,1,False
600362.SH,CN_A,2022-02-05,0.0,1,1,0,False
600366.SH,CN_A,2022-02-05,0.0,1,0,1,False
600392.SH,CN_A,2022-02-05,0.0,1,0,1,False
600531.SH,CN_A,2022-02-05,0.0,1,1,0,False
601600.SH,CN_A,2022-02-05,0.0,1,1,0,False
601899.SH,CN_A,2022-02-05,0.0,4,4,0,False
601985.SH,CN_A,2022-02-05,0.0,1,0,1,False
603799.SH,CN_A,2022-02-05,0.0,1,1,0,False
603993.SH,CN_A,2022-02-05,0.0,1,1,0,False
6680.HK,HK,2022-02-05,0.0,1,0,1,False
9696.HK,HK,2022-02-05,0.0,1,0,1,False
AA,US,2022-02-05,0.0,1,1,0,False
ALB,US,2022-02-05,0.0,1,0,1,False
ALTM,US,2022-02-05,0.0,1,0,1,False
ANGPY,US,2022-02-05,0.0,2,2,0,False
BHP,US,2022-02-05,0.0,1,1,0,False
CCJ,US,2022-02-05,0.0,1,0,1,False
CDE,US,2022-02-05,0.0,1,1,0,False
CENX,US,2022-02-05,0.0,1,1,0,False
DNN,US,2022-02-05,0.0,1,0,1,False
FCX,US,2022-02-05,0.0,1,1,0,False
HBM,US,2022-02-05,0.0,1,1,0,False
HL,US,2022-02-05,0.0,1,1,0,False
IMPUY,US,2022-02-05,0.0,2,2,0,False
KALU,US,2022-02-05,0.0,1,1,0,False
LAC,US,2022-02-05,0.0,1,0,1,False
MP,US,2022-02-05,0.0,1,0,1,False
NGLOY,US,2022-02-05,0.0,2,2,0,False
NXE,US,2022-02-05,0.0,1,0,1,False
PAAS,US,2022-02-05,0.0,1,1,0,False
PLG,US,2022-02-05,0.0,2,2,0,False
SBSW,US,2022-02-05,0.0,2,2,0,False
SCCO,US,2022-02-05,0.0,1,1,0,False
SGML,US,2022-02-05,0.0,1,0,1,False
SQM,US,2022-02-05,0.0,1,0,1,False
SVM,US,2022-02-05,0.0,1,1,0,False
TECK,US,2022-02-05,0.0,2,2,0,False
TLOFF,US,2022-02-05,0.0,1,1,0,False
UEC,US,2022-02-05,0.0,1,0,1,False
USA,US,2022-02-05,0.0,1,0,1,False
USAR,US,2022-02-05,0.0,1,0,1,False
UUUU,US,2022-02-05,0.0,2,0,2,False
VALE,US,2022-02-05,0.0,1,1,0,False
WPM,US,2022-02-05,0.0,1,1,0,False
002155.SZ,CN_A,2022-02-06,0.0,1,0,1,False
2237.HK,HK,2022-02-06,0.0,1,0,1,False
600497.SH,CN_A,2022-02-06,0.0,1,0,1,False
600516.SH,CN_A,2022-02-06,0.0,1,0,1,False
600884.SH,CN_A,2022-02-06,0.0,1,0,1,False
601020.SH,CN_A,2022-02-06,0.0,1,0,1,False
603659.SH,CN_A,2022-02-06,0.0,1,0,1,False
835185.BJ,CN_A,2022-02-06,0.0,1,0,1,False
GPHOF,US,2022-02-06,0.0,1,0,1,False
NMG,US,2022-02-06,0.0,1,0,1,False
UAMY,US,2022-02-06,0.0,1,0,1,False
WWR,US,2022-02-06,0.0,1,0,1,False
000408.SZ,CN_A,2022-02-12,0.0,1,0,1,False
000630.SZ,CN_A,2022-02-12,0.0,1,1,0,False
000792.SZ,CN_A,2022-02-12,0.0,1,0,1,False
000807.SZ,CN_A,2022-02-12,0.0,1,1,0,False
000831.SZ,CN_A,2022-02-12,0.0,1,0,1,False
000933.SZ,CN_A,2022-02-12,0.0,1,1,0,False
000970.SZ,CN_A,2022-02-12,0.0,1,0,1,False
002340.SZ,CN_A,2022-02-12,0.0,1,1,0,False
002460.SZ,CN_A,2022-02-12,0.0,1,0,1,False
002466.SZ,CN_A,2022-02-12,0.0,1,0,1,False
0358.HK,HK,2022-02-12,0.0,1,1,0,False
0815.HK,HK,2022-02-12,0.0,1,1,0,False
1164.HK,HK,2022-02-12,0.0,1,0,1,False
1378.HK,HK,2022-02-12,0.0,1,1,0,False
1772.HK,HK,2022-02-12,0.0,1,0,1,False
2302.HK,HK,2022-02-12,0.0,1,0,1,False
2362.HK,HK,2022-02-12,0.0,3,3,0,False
2600.HK,HK,2022-02-12,0.0,1,1,0,False
2899.HK,HK,2022-02-12,0.0,4,4,0,False
300748.SZ,CN_A,2022-02-12,0.0,1,0,1,False
300919.SZ,CN_A,2022-02-12,0.0,1,1,0,False
3993.HK,HK,2022-02-12,0.0,1,1,0,False
600111.SH,CN_A,2022-02-12,0.0,1,0,1,False
600362.SH,CN_A,2022-02-12,0.0,1,1,0,False
600366.SH,CN_A,2022-02-12,0.0,1,0,1,False
600392.SH,CN_A,2022-02-12,0.0,1,0,1,False
600531.SH,CN_A,2022-02-12,0.0,1,1,0,False
601600.SH,CN_A,2022-02-12,0.0,1,1,0,False
601899.SH,CN_A,2022-02-12,0.0,4,4,0,False
601985.SH,CN_A,2022-02-12,0.0,1,0,1,False
603799.SH,CN_A,2022-02-12,0.0,1,1,0,False
603993.SH,CN_A,2022-02-12,0.0,1,1,0,False
6680.HK,HK,2022-02-12,0.0,1,0,1,False
9696.HK,HK,2022-02-12,0.0,1,0,1,False
AA,US,2022-02-12,0.0,1,1,0,False
ALB,US,2022-02-12,0.0,1,0,1,False
ALTM,US,2022-02-12,0.0,1,0,1,False
ANGPY,US,2022-02-12,0.0,2,2,0,False
BHP,US,2022-02-12,0.0,1,1,0,False
CCJ,US,2022-02-12,0.0,1,0,1,False
CDE,US,2022-02-12,0.0,1,1,0,False
CENX,US,2022-02-12,0.0,1,1,0,False
DNN,US,2022-02-12,0.0,1,0,1,False
FCX,US,2022-02-12,0.0,1,1,0,False
HBM,US,2022-02-12,0.0,1,1,0,False
HL,US,2022-02-12,0.0,1,1,0,False
IMPUY,US,2022-02-12,0.0,2,2,0,False
KALU,US,2022-02-12,0.0,1,1,0,False
LAC,US,2022-02-12,0.0,1,0,1,False
MP,US,2022-02-12,0.0,1,0,1,False
NGLOY,US,2022-02-12,0.0,2,2,0,False
NXE,US,2022-02-12,0.0,1,0,1,False
PAAS,US,2022-02-12,0.0,1,1,0,False
PLG,US,2022-02-12,0.0,2,2,0,False
SBSW,US,2022-02-12,0.0,2,2,0,False
SCCO,US,2022-02-12,0.0,1,1,0,False
SGML,US,2022-02-12,0.0,1,0,1,False
SQM,US,2022-02-12,0.0,1,0,1,False
SVM,US,2022-02-12,0.0,1,1,0,False
TECK,US,2022-02-12,0.0,2,2,0,False
TLOFF,US,2022-02-12,0.0,1,1,0,False
UEC,US,2022-02-12,0.0,1,0,1,False
USA,US,2022-02-12,0.0,1,0,1,False
USAR,US,2022-02-12,0.0,1,0,1,False
UUUU,US,2022-02-12,0.0,2,0,2,False
VALE,US,2022-02-12,0.0,1,1,0,False
WPM,US,2022-02-12,0.0,1,1,0,False
002155.SZ,CN_A,2022-02-13,0.0,1,0,1,False
2237.HK,HK,2022-02-13,0.0,1,0,1,False
600497.SH,CN_A,2022-02-13,0.0,1,0,1,False
600516.SH,CN_A,2022-02-13,0.0,1,0,1,False
600884.SH,CN_A,2022-02-13,0.0,1,0,1,False
601020.SH,CN_A,2022-02-13,0.0,1,0,1,False
603659.SH,CN_A,2022-02-13,0.0,1,0,1,False
835185.BJ,CN_A,2022-02-13,0.0,1,0,1,False
GPHOF,US,2022-02-13,0.0,1,0,1,False
NMG,US,2022-02-13,0.0,1,0,1,False
UAMY,US,2022-02-13,0.0,1,0,1,False
WWR,US,2022-02-13,0.0,1,0,1,False
000408.SZ,CN_A,2022-02-19,0.0,1,0,1,False
000630.SZ,CN_A,2022-02-19,0.0,1,1,0,False
000792.SZ,CN_A,2022-02-19,0.0,1,0,1,False
000807.SZ,CN_A,2022-02-19,0.0,1,1,0,False
000831.SZ,CN_A,2022-02-19,0.0,1,0,1,False
000933.SZ,CN_A,2022-02-19,0.0,1,1,0,False
000970.SZ,CN_A,2022-02-19,0.0,1,0,1,False
002340.SZ,CN_A,2022-02-19,0.0,1,1,0,False
002460.SZ,CN_A,2022-02-19,0.0,1,0,1,False
002466.SZ,CN_A,2022-02-19,0.0,1,0,1,False
0358.HK,HK,2022-02-19,0.0,1,1,0,False
0815.HK,HK,2022-02-19,0.0,1,1,0,False
1164.HK,HK,2022-02-19,0.0,1,0,1,False
1378.HK,HK,2022-02-19,0.0,1,1,0,False
1772.HK,HK,2022-02-19,0.0,1,0,1,False
2302.HK,HK,2022-02-19,0.0,1,0,1,False
2362.HK,HK,2022-02-19,0.0,3,3,0,False
2600.HK,HK,2022-02-19,0.0,1,1,0,False
2899.HK,HK,2022-02-19,0.0,4,4,0,False
300748.SZ,CN_A,2022-02-19,0.0,1,0,1,False
300919.SZ,CN_A,2022-02-19,0.0,1,1,0,False
3993.HK,HK,2022-02-19,0.0,1,1,0,False
600111.SH,CN_A,2022-02-19,0.0,1,0,1,False
600362.SH,CN_A,2022-02-19,0.0,1,1,0,False
600366.SH,CN_A,2022-02-19,0.0,1,0,1,False
600392.SH,CN_A,2022-02-19,0.0,1,0,1,False
600531.SH,CN_A,2022-02-19,0.0,1,1,0,False
