month,date,farebox_revenue_hkdm,year,is_covid_period,immd_hsr_passenger_ratio,domestic_service_yield_hkd,domestic_service_rev_hkdm,cross_boundary_yield_hkd,cross_boundary_rev_hkdm,hsr_yield_hkd,hsr_rev_hkdm,airport_express_yield_hkd,airport_express_rev_hkdm,light_rail_bus_yield_hkd,light_rail_bus_rev_hkdm
2017-11,2017-11-01,1622.5427174147108,2017,0,,8.212761690090616,1171.2055191004424,32.82847321813304,306.42096901805377,124.87841376730266,0.0,61.14368384984391,85.78458844133101,2.9641406012774256,59.131640854883365
2017-12,2017-12-01,1684.1472603658685,2017,0,,8.212761690090616,1184.5430440851496,32.82847321813304,348.1459584783009,124.87841376730266,0.0,61.14368384984391,92.51039366481383,2.9641406012774256,58.947864137604164
2018-01,2018-01-01,1687.1708045526568,2018,0,,8.470642407159463,1207.515487067803,33.859287277182425,333.24310538202946,124.87841376730266,0.0,61.14368384984391,85.72344475748116,3.057214616157537,60.688767345343265
2018-02,2018-02-01,1500.8714384204109,2018,0,,8.470642407159463,1064.8105744343875,33.859287277182425,309.57546357527895,124.87841376730266,0.0,61.14368384984391,74.3507195614102,3.057214616157537,52.13468084933448
2018-03,2018-03-01,1695.1151242819674,2018,0,,8.470642407159463,1207.2444265107738,33.859287277182425,334.6990547349483,124.87841376730266,0.0,61.14368384984391,92.81611208406306,3.057214616157537,60.35553095218209
2018-04,2018-04-01,1623.4442851869912,2018,0,,8.470642407159463,1123.7069510913673,33.859287277182425,347.09155387839706,124.87841376730266,0.0,61.14368384984391,95.01728470265743,3.057214616157537,57.62849551456957
2018-05,2018-05-01,1645.4918877548619,2018,0,,8.470642407159463,1176.6908193481497,33.859287277182425,324.067238529913,124.87841376730266,0.0,61.14368384984391,82.84969161653851,3.057214616157537,61.88413826026086
2018-06,2018-06-01,1598.386710786735,2018,0,,8.470642407159463,1132.728185254992,33.859287277182425,317.3630996490309,124.87841376730266,0.0,61.14368384984391,88.78062894997335,3.057214616157537,59.514796932738776
2018-07,2018-07-01,1675.5659245562097,2018,0,,8.470642407159463,1178.4103597568032,33.859287277182425,349.5632818496313,124.87841376730266,0.0,61.14368384984391,87.12974948602758,3.057214616157537,60.46253346374761
2018-08,2018-08-01,1704.1603902845593,2018,0,,8.470642407159463,1198.858490527686,33.859287277182425,358.400555828976,124.87841376730266,0.0,61.14368384984391,87.98576105992538,3.057214616157537,58.9155828679719
2018-09,2018-09-01,1660.5253594706644,2018,0,,8.470642407159463,1151.1264205633424,33.859287277182425,312.7243772920569,124.87841376730266,46.080134680134684,61.14368384984391,91.22637630396711,3.057214616157537,59.368050631163214
