model_version,model_id,entity_id,target_id,period_type,target_year,period_label,target_period_start,target_period_end,forecast_origin,information_cutoff,target_volume_mn,anchor_year,anchor_period_type,anchor_release_date,anchor_actual_status,anchor_volume_mn,anchor_actual_value_hkdm,anchor_yield_hkd_per_passenger,fam_factor,predicted_value_hkdm,actual_value_hkdm,error_hkdm,error_pct,absolute_error_pct,actual_status,actual_available_at,actual_source_url,actual_definition,evaluation_status,pit_grade,model_applied,has_prediction,has_actual,chronological_training_periods,input_bundle_id,source_snapshot,source_snapshot_sha256,source_caveat
mtr_half_year_walk_forward_oos_v1,mtr_prior_same_half_yield_walk_forward_v1,MTR,transport_operations_revenue_half_year,H1,2020,2020 H1,2020-01-01,2020-06-30,2020-06-30,2020-06-30,637.2270000000001,2019.0,H1,2019-08-08,official_h1,1022.4229999999999,10690.0,10.455555088256036,1.0,6662.56200222413,6234.0,428.5620022241301,6.874590988516684,6.874590988516684,official_h1,2020-08-06,https://www.mtr.com.hk/archive/corporate/en/press_release/PR-20-052-E.pdf,Official Hong Kong Transport Operations / Total Revenue; six months ended 30 June; HK$m,valid_practical_oos,B_practical_pit,True,True,True,3,mtr_half_year_walk_forward_oos_v1-b40bbafcbf788567,data/raw/hk_transport/mtr_patronage_20260812_223726.json,1f5f7b13236ccd20492dffde8ec8ce05331995a998b378f0db66a778b17031f2,chronological_training_no_future_financial_actual; h2_actual_is_official_fy_minus_h1; patronage_vintage_not_captured
mtr_half_year_walk_forward_oos_v1,mtr_prior_same_half_yield_walk_forward_v1,MTR,transport_operations_revenue_half_year,H2,2020,2020 H2,2020-07-01,2020-12-31,2020-12-31,2020-12-31,673.602,2019.0,H2,2020-03-05,derived_fy_minus_h1,891.889,9248.0,10.369003317677423,1.0,6984.581372794148,5662.0,1322.5813727941477,23.35890803239399,23.35890803239399,derived_fy_minus_h1,2021-03-11,https://www.mtr.com.hk/archive/corporate/en/press_release/PR-21-016-E.pdf,Derived H2 Hong Kong Transport Operations / Total Revenue = official FY actual minus official H1 actual; HK$m,valid_practical_oos,B_practical_pit,True,True,True,1,mtr_half_year_walk_forward_oos_v1-b40bbafcbf788567,data/raw/hk_transport/mtr_patronage_20260812_223726.json,1f5f7b13236ccd20492dffde8ec8ce05331995a998b378f0db66a778b17031f2,chronological_training_no_future_financial_actual; h2_actual_is_official_fy_minus_h1; patronage_vintage_not_captured
mtr_half_year_walk_forward_oos_v1,mtr_prior_same_half_yield_walk_forward_v1,MTR,transport_operations_revenue_half_year,H1,2021,2021 H1,2021-01-01,2021-06-30,2021-06-30,2021-06-30,735.914,2020.0,H1,2020-08-06,official_h1,637.2270000000001,6234.0,9.783012960844408,0.9815,7066.2662603656145,6004.0,1062.2662603656145,17.692642577708437,17.692642577708437,official_h1,2021-08-12,https://www.mtr.com.hk/archive/corporate/en/press_release/PR-21-053-E.pdf,Official Hong Kong Transport Operations / Total Revenue; six months ended 30 June; HK$m,valid_practical_oos,B_practical_pit,True,True,True,4,mtr_half_year_walk_forward_oos_v1-b40bbafcbf788567,data/raw/hk_transport/mtr_patronage_20260812_223726.json,1f5f7b13236ccd20492dffde8ec8ce05331995a998b378f0db66a778b17031f2,chronological_training_no_future_financial_actual; h2_actual_is_official_fy_minus_h1; patronage_vintage_not_captured
mtr_half_year_walk_forward_oos_v1,mtr_prior_same_half_yield_walk_forward_v1,MTR,transport_operations_revenue_half_year,H2,2021,2021 H2,2021-07-01,2021-12-31,2021-12-31,2021-12-31,880.423,2020.0,H2,2021-03-11,derived_fy_minus_h1,673.602,5662.0,8.405556990626513,0.9815,7263.537456864737,7173.0,90.53745686473667,1.262197920880199,1.262197920880199,derived_fy_minus_h1,2022-03-10,https://www.mtr.com.hk/archive/corporate/en/press_release/PR-22-020-E.pdf,Derived H2 Hong Kong Transport Operations / Total Revenue = official FY actual minus official H1 actual; HK$m,valid_practical_oos,B_practical_pit,True,True,True,2,mtr_half_year_walk_forward_oos_v1-b40bbafcbf788567,data/raw/hk_transport/mtr_patronage_20260812_223726.json,1f5f7b13236ccd20492dffde8ec8ce05331995a998b378f0db66a778b17031f2,chronological_training_no_future_financial_actual; h2_actual_is_official_fy_minus_h1; patronage_vintage_not_captured
mtr_half_year_walk_forward_oos_v1,mtr_prior_same_half_yield_walk_forward_v1,MTR,transport_operations_revenue_half_year,H1,2022,2022 H1,2022-01-01,2022-06-30,2022-06-30,2022-06-30,649.428,2021.0,H1,2021-08-12,official_h1,735.914,6004.0,8.158562005886557,1.0,5298.3986063588945,5815.0,-516.6013936411055,-8.883944860552115,8.883944860552115,official_h1,2022-08-11,https://www.mtr.com.hk/archive/corporate/en/press_release/PR-22-057-E.pdf,Official Hong Kong Transport Operations / Total Revenue; six months ended 30 June; HK$m,valid_practical_oos,B_practical_pit,True,True,True,5,mtr_half_year_walk_forward_oos_v1-b40bbafcbf788567,data/raw/hk_transport/mtr_patronage_20260812_223726.json,1f5f7b13236ccd20492dffde8ec8ce05331995a998b378f0db66a778b17031f2,chronological_training_no_future_financial_actual; h2_actual_is_official_fy_minus_h1; patronage_vintage_not_captured
mtr_half_year_walk_forward_oos_v1,mtr_prior_same_half_yield_walk_forward_v1,MTR,transport_operations_revenue_half_year,H2,2022,2022 H2,2022-07-01,2022-12-31,2022-12-31,2022-12-31,868.638,2021.0,H2,2022-03-10,derived_fy_minus_h1,880.423,7173.0,8.147220143044878,1.0,7076.985010614217,7589.0,-512.0149893857833,-6.746804445721219,6.746804445721219,derived_fy_minus_h1,2023-03-09,https://www.mtr.com.hk/archive/corporate/en/press_release/PR-23-016-E.pdf,Derived H2 Hong Kong Transport Operations / Total Revenue = official FY actual minus official H1 actual; HK$m,valid_practical_oos,B_practical_pit,True,True,True,3,mtr_half_year_walk_forward_oos_v1-b40bbafcbf788567,data/raw/hk_transport/mtr_patronage_20260812_223726.json,1f5f7b13236ccd20492dffde8ec8ce05331995a998b378f0db66a778b17031f2,chronological_training_no_future_financial_actual; h2_actual_is_official_fy_minus_h1; patronage_vintage_not_captured
mtr_half_year_walk_forward_oos_v1,mtr_prior_same_half_yield_walk_forward_v1,MTR,transport_operations_revenue_half_year,H1,2023,2023 H1,2023-01-01,2023-06-30,2023-06-30,2023-06-30,920.039,2022.0,H1,2022-08-11,official_h1,649.428,5815.0,8.954033395541924,1.023,8427.535309618619,9342.0,-914.4646903813809,-9.788746418126536,9.788746418126536,official_h1,2023-08-10,https://www.mtr.com.hk/archive/corporate/en/press_release/PR-23-054-E.pdf,Official Hong Kong Transport Operations / Total Revenue; six months ended 30 June; HK$m,valid_practical_oos,B_practical_pit,True,True,True,6,mtr_half_year_walk_forward_oos_v1-b40bbafcbf788567,data/raw/hk_transport/mtr_patronage_20260812_223726.json,1f5f7b13236ccd20492dffde8ec8ce05331995a998b378f0db66a778b17031f2,chronological_training_no_future_financial_actual; h2_actual_is_official_fy_minus_h1; patronage_vintage_not_captured
mtr_half_year_walk_forward_oos_v1,mtr_prior_same_half_yield_walk_forward_v1,MTR,transport_operations_revenue_half_year,H2,2023,2023 H2,2023-07-01,2023-12-31,2023-12-31,2023-12-31,976.759,2022.0,H2,2023-03-09,derived_fy_minus_h1,868.638,7589.0,8.73666590685648,1.023,8729.890246769079,10789.0,-2059.1097532309213,-19.085269749104842,19.085269749104842,derived_fy_minus_h1,2024-03-07,https://www.mtr.com.hk/archive/corporate/en/press_release/PR-24-013-E.pdf,Derived H2 Hong Kong Transport Operations / Total Revenue = official FY actual minus official H1 actual; HK$m,valid_practical_oos,B_practical_pit,True,True,True,4,mtr_half_year_walk_forward_oos_v1-b40bbafcbf788567,data/raw/hk_transport/mtr_patronage_20260812_223726.json,1f5f7b13236ccd20492dffde8ec8ce05331995a998b378f0db66a778b17031f2,chronological_training_no_future_financial_actual; h2_actual_is_official_fy_minus_h1; patronage_vintage_not_captured
mtr_half_year_walk_forward_oos_v1,mtr_prior_same_half_yield_walk_forward_v1,MTR,transport_operations_revenue_half_year,H1,2024,2024 H1,2024-01-01,2024-06-30,2024-06-30,2024-06-30,957.4180000000001,2023.0,H1,2023-08-10,official_h1,920.039,9342.0,10.153917388284627,1.0309,10021.938965348645,11138.0,-1116.061034651355,-10.020300185413495,10.020300185413495,official_h1,2024-08-15,https://www.mtr.com.hk/archive/corporate/en/press_release/PR-24-049-E.pdf,Official Hong Kong Transport Operations / Total Revenue; six months ended 30 June; HK$m,valid_practical_oos,B_practical_pit,True,True,True,7,mtr_half_year_walk_forward_oos_v1-b40bbafcbf788567,data/raw/hk_transport/mtr_patronage_20260812_223726.json,1f5f7b13236ccd20492dffde8ec8ce05331995a998b378f0db66a778b17031f2,chronological_training_no_future_financial_actual; h2_actual_is_official_fy_minus_h1; patronage_vintage_not_captured
mtr_half_year_walk_forward_oos_v1,mtr_prior_same_half_yield_walk_forward_v1,MTR,transport_operations_revenue_half_year,H2,2024,2024 H2,2024-07-01,2024-12-31,2024-12-31,2024-12-31,996.0450000000001,2023.0,H2,2024-03-07,derived_fy_minus_h1,976.759,10789.0,11.045713425727328,1.0309,11341.99028286865,11875.0,-533.00971713135,-4.488502881106106,4.488502881106106,derived_fy_minus_h1,2025-03-06,https://www.mtr.com.hk/archive/corporate/en/press_release/PR-25-013-E.pdf,Derived H2 Hong Kong Transport Operations / Total Revenue = official FY actual minus official H1 actual; HK$m,valid_practical_oos,B_practical_pit,True,True,True,5,mtr_half_year_walk_forward_oos_v1-b40bbafcbf788567,data/raw/hk_transport/mtr_patronage_20260812_223726.json,1f5f7b13236ccd20492dffde8ec8ce05331995a998b378f0db66a778b17031f2,chronological_training_no_future_financial_actual; h2_actual_is_official_fy_minus_h1; patronage_vintage_not_captured
mtr_half_year_walk_forward_oos_v1,mtr_prior_same_half_yield_walk_forward_v1,MTR,transport_operations_revenue_half_year,H1,2025,2025 H1,2025-01-01,2025-06-30,2025-06-30,2025-06-30,963.744,2024.0,H1,2024-08-15,official_h1,957.4180000000001,11138.0,11.633372257467478,1.0,11211.592712900738,11509.0,-297.40728709926225,-2.584127961588863,2.584127961588863,official_h1,2025-08-14,https://www.mtr.com.hk/archive/corporate/en/press_release/PR-25-059-E.pdf,Official Hong Kong Transport Operations / Total Revenue; six months ended 30 June; HK$m,valid_practical_oos,B_practical_pit,True,True,True,8,mtr_half_year_walk_forward_oos_v1-b40bbafcbf788567,data/raw/hk_transport/mtr_patronage_20260812_223726.json,1f5f7b13236ccd20492dffde8ec8ce05331995a998b378f0db66a778b17031f2,chronological_training_no_future_financial_actual; h2_actual_is_official_fy_minus_h1; patronage_vintage_not_captured
mtr_half_year_walk_forward_oos_v1,mtr_prior_same_half_yield_walk_forward_v1,MTR,transport_operations_revenue_half_year,H2,2025,2025 H2,2025-07-01,2025-12-31,2025-12-31,2025-12-31,994.76,2024.0,H2,2025-03-06,derived_fy_minus_h1,996.0450000000001,11875.0,11.922152111601383,1.0,11859.680034536592,12086.0,-226.31996546340815,-1.8725795586911147,1.8725795586911147,derived_fy_minus_h1,2026-03-12,https://www.mtr.com.hk/archive/corporate/en/press_release/PR-26-020-E.pdf,Derived H2 Hong Kong Transport Operations / Total Revenue = official FY actual minus official H1 actual; HK$m,valid_practical_oos,B_practical_pit,True,True,True,6,mtr_half_year_walk_forward_oos_v1-b40bbafcbf788567,data/raw/hk_transport/mtr_patronage_20260812_223726.json,1f5f7b13236ccd20492dffde8ec8ce05331995a998b378f0db66a778b17031f2,chronological_training_no_future_financial_actual; h2_actual_is_official_fy_minus_h1; patronage_vintage_not_captured
mtr_half_year_walk_forward_oos_v1,mtr_prior_same_half_yield_walk_forward_v1,MTR,transport_operations_revenue_half_year,H1,2026,2026 H1,2026-01-01,2026-06-30,2026-06-30,2026-06-30,975.463,2025.0,H1,2025-08-14,official_h1,963.744,11509.0,11.941967991499817,1.0,11648.947922892386,,,,,not_available,,,,current_forecast,B_practical_pit,True,True,False,9,mtr_half_year_walk_forward_oos_v1-b40bbafcbf788567,data/raw/hk_transport/mtr_patronage_20260812_223726.json,1f5f7b13236ccd20492dffde8ec8ce05331995a998b378f0db66a778b17031f2,chronological_training_no_future_financial_actual; h2_actual_is_official_fy_minus_h1; patronage_vintage_not_captured
