registry_version,doc_id,path,topic_key,classification,canonical_path,reason
asia_backtest_registry_v2,REAL_ESTATE_SHKP_FORECAST_BACKTEST 4,docs/asia-markets/REAL_ESTATE_SHKP_FORECAST_BACKTEST 4.md,real_estate_shkp_forecast_backtest,numbered_copy,docs/asia-markets/REAL_ESTATE_SHKP_FORECAST_BACKTEST.md,Numbered duplicate; keep for history but use the unsuffixed file as canonical.
asia_backtest_registry_v2,REAL_ESTATE_SHKP_OWNERSHIP_INTERVAL_AUDIT 2,docs/asia-markets/REAL_ESTATE_SHKP_OWNERSHIP_INTERVAL_AUDIT 2.md,real_estate_shkp_ownership_interval_audit,numbered_copy,docs/asia-markets/REAL_ESTATE_SHKP_OWNERSHIP_INTERVAL_AUDIT.md,Numbered duplicate; keep for history but use the unsuffixed file as canonical.
asia_backtest_registry_v2,REAL_ESTATE_SHKP_OWNERSHIP_INTERVAL_AUDIT 3,docs/asia-markets/REAL_ESTATE_SHKP_OWNERSHIP_INTERVAL_AUDIT 3.md,real_estate_shkp_ownership_interval_audit,numbered_copy,docs/asia-markets/REAL_ESTATE_SHKP_OWNERSHIP_INTERVAL_AUDIT.md,Numbered duplicate; keep for history but use the unsuffixed file as canonical.
asia_backtest_registry_v2,REAL_ESTATE_SHKP_OWNERSHIP_INTERVAL_AUDIT 4,docs/asia-markets/REAL_ESTATE_SHKP_OWNERSHIP_INTERVAL_AUDIT 4.md,real_estate_shkp_ownership_interval_audit,numbered_copy,docs/asia-markets/REAL_ESTATE_SHKP_OWNERSHIP_INTERVAL_AUDIT.md,Numbered duplicate; keep for history but use the unsuffixed file as canonical.
asia_backtest_registry_v2,REAL_ESTATE_SHKP_OWNERSHIP_INTERVAL_AUDIT,docs/asia-markets/REAL_ESTATE_SHKP_OWNERSHIP_INTERVAL_AUDIT.md,real_estate_shkp_ownership_interval_audit,unclassified,docs/asia-markets/REAL_ESTATE_SHKP_OWNERSHIP_INTERVAL_AUDIT.md,Requires later topic-level review.
asia_backtest_registry_v2,REAL_ESTATE_SIGNALS_TODO,docs/asia-markets/REAL_ESTATE_SIGNALS_TODO.md,real_estate_signals_todo,unclassified,docs/asia-markets/REAL_ESTATE_SIGNALS_TODO.md,Requires later topic-level review.
asia_backtest_registry_v2,REAL_ESTATE_SRPE_DATA_QUALITY_AUDIT,docs/asia-markets/REAL_ESTATE_SRPE_DATA_QUALITY_AUDIT.md,real_estate_srpe_data_quality_audit,canonical,docs/asia-markets/REAL_ESTATE_SRPE_DATA_QUALITY_AUDIT.md,Explicitly selected canonical backtest/reference document.
asia_backtest_registry_v2,REAL_ESTATE_SRPE_DATA_QUALITY_AUDIT 2,docs/asia-markets/REAL_ESTATE_SRPE_DATA_QUALITY_AUDIT 2.md,real_estate_srpe_data_quality_audit,numbered_copy,docs/asia-markets/REAL_ESTATE_SRPE_DATA_QUALITY_AUDIT.md,Numbered duplicate; keep for history but use the unsuffixed file as canonical.
asia_backtest_registry_v2,REAL_ESTATE_SRPE_DATA_QUALITY_AUDIT 3,docs/asia-markets/REAL_ESTATE_SRPE_DATA_QUALITY_AUDIT 3.md,real_estate_srpe_data_quality_audit,numbered_copy,docs/asia-markets/REAL_ESTATE_SRPE_DATA_QUALITY_AUDIT.md,Numbered duplicate; keep for history but use the unsuffixed file as canonical.
asia_backtest_registry_v2,REAL_ESTATE_SRPE_DATA_QUALITY_AUDIT 4,docs/asia-markets/REAL_ESTATE_SRPE_DATA_QUALITY_AUDIT 4.md,real_estate_srpe_data_quality_audit,numbered_copy,docs/asia-markets/REAL_ESTATE_SRPE_DATA_QUALITY_AUDIT.md,Numbered duplicate; keep for history but use the unsuffixed file as canonical.
asia_backtest_registry_v2,REPO_BRIDGE,docs/asia-markets/REPO_BRIDGE.md,repo_bridge,unclassified,docs/asia-markets/REPO_BRIDGE.md,Requires later topic-level review.
asia_backtest_registry_v2,SHKP_EARNINGS_MODEL_V1_STATUS,docs/asia-markets/SHKP_EARNINGS_MODEL_V1_STATUS.md,shkp_earnings_model_v1_status,unclassified,docs/asia-markets/SHKP_EARNINGS_MODEL_V1_STATUS.md,Requires later topic-level review.
asia_backtest_registry_v2,SHKP_FULL_BACKTEST_REPORT,docs/asia-markets/SHKP_FULL_BACKTEST_REPORT.md,shkp_full_backtest_report,unclassified,docs/asia-markets/SHKP_FULL_BACKTEST_REPORT.md,Requires later topic-level review.
asia_backtest_registry_v2,SHKP_H1_BACKTEST_REPORT,docs/asia-markets/SHKP_H1_BACKTEST_REPORT.md,shkp_h1_backtest_report,unclassified,docs/asia-markets/SHKP_H1_BACKTEST_REPORT.md,Requires later topic-level review.
asia_backtest_registry_v2,SHKP_SKELETON_BACKTEST_V2_REPORT,docs/asia-markets/SHKP_SKELETON_BACKTEST_V2_REPORT.md,shkp_skeleton_backtest_v2_report,canonical,docs/asia-markets/SHKP_SKELETON_BACKTEST_V2_REPORT.md,Explicitly selected canonical backtest/reference document.
asia_backtest_registry_v2,spring-juneyao-thesis-draft 2,docs/asia-markets/spring-juneyao-thesis-draft 2.md,spring-juneyao-thesis-draft,numbered_copy,docs/asia-markets/spring-juneyao-thesis-draft.md,Numbered duplicate; keep for history but use the unsuffixed file as canonical.
asia_backtest_registry_v2,spring-juneyao-thesis-draft 3,docs/asia-markets/spring-juneyao-thesis-draft 3.md,spring-juneyao-thesis-draft,numbered_copy,docs/asia-markets/spring-juneyao-thesis-draft.md,Numbered duplicate; keep for history but use the unsuffixed file as canonical.
asia_backtest_registry_v2,spring-juneyao-thesis-draft 4,docs/asia-markets/spring-juneyao-thesis-draft 4.md,spring-juneyao-thesis-draft,numbered_copy,docs/asia-markets/spring-juneyao-thesis-draft.md,Numbered duplicate; keep for history but use the unsuffixed file as canonical.
asia_backtest_registry_v2,spring-juneyao-thesis-draft,docs/asia-markets/spring-juneyao-thesis-draft.md,spring-juneyao-thesis-draft,unclassified,docs/asia-markets/spring-juneyao-thesis-draft.md,Requires later topic-level review.
asia_backtest_registry_v2,STALE_ACCURACY_CLAIMS_AUDIT,docs/asia-markets/STALE_ACCURACY_CLAIMS_AUDIT.md,stale_accuracy_claims_audit,unclassified,docs/asia-markets/STALE_ACCURACY_CLAIMS_AUDIT.md,Requires later topic-level review.
asia_backtest_registry_v2,STREAMLIT_PARITY_PROTOCOL 2,docs/asia-markets/STREAMLIT_PARITY_PROTOCOL 2.md,streamlit_parity_protocol,numbered_copy,docs/asia-markets/STREAMLIT_PARITY_PROTOCOL.md,Numbered duplicate; keep for history but use the unsuffixed file as canonical.
asia_backtest_registry_v2,STREAMLIT_PARITY_PROTOCOL 3,docs/asia-markets/STREAMLIT_PARITY_PROTOCOL 3.md,streamlit_parity_protocol,numbered_copy,docs/asia-markets/STREAMLIT_PARITY_PROTOCOL.md,Numbered duplicate; keep for history but use the unsuffixed file as canonical.
asia_backtest_registry_v2,STREAMLIT_PARITY_PROTOCOL 4,docs/asia-markets/STREAMLIT_PARITY_PROTOCOL 4.md,streamlit_parity_protocol,numbered_copy,docs/asia-markets/STREAMLIT_PARITY_PROTOCOL.md,Numbered duplicate; keep for history but use the unsuffixed file as canonical.
asia_backtest_registry_v2,STREAMLIT_PARITY_PROTOCOL,docs/asia-markets/STREAMLIT_PARITY_PROTOCOL.md,streamlit_parity_protocol,unclassified,docs/asia-markets/STREAMLIT_PARITY_PROTOCOL.md,Requires later topic-level review.
asia_backtest_registry_v2,unified-kpi-backtest-v1,docs/asia-markets/unified-kpi-backtest-v1.md,unified-kpi-backtest-v1,canonical,docs/asia-markets/unified-kpi-backtest-v1.md,Explicitly selected canonical backtest/reference document.
asia_backtest_registry_v2,v1-hk-equities,docs/asia-markets/v1-hk-equities.md,v1-hk-equities,unclassified,docs/asia-markets/v1-hk-equities.md,Requires later topic-level review.
