dataset_id,ticker,company,market,query_symbol,published_at,news_title,news_content,news_source,news_url,event_category,history_scope,source_quality,source_url,source_note,retrieved_at,relevance_scope
airline_news_events,0670.HK / 600115.SH,China Eastern Airlines,CN_A/HK,600115,2026-07-15 17:11:22,中国东航：6月客运运力投入同比下降3.89%,中国东航600115.SH)公告称，公司2026年6月客运运力投入（按可用座公里计）同比下降3.89%；旅客周转量（按客运人公里计）同比下降3.36%；客座率为86.61%，同比上升0.47个百分点。2026年6月货邮周转量（按货邮载运吨公里计）同比上升4.69%。,财联社,http://finance.eastmoney.com/a/202607153807526393.html,operating_update,latest_public_news_window,eastmoney_news_discovery,https://so.eastmoney.com/news/s,"Latest public Eastmoney news window retrieved through AkShare. Category is keyword-based discovery metadata, not sentiment or a trade signal.",2026-08-07T15:09:47.202811+00:00,direct_headline
airline_news_events,603885.SH,Juneyao Airlines,CN_A,603885,2026-07-15 16:51:55,吉祥航空：6月客运运力投入同比上升0.78%,吉祥航空603885.SH)公告称，6月公司客运运力投入（按可用座位公里计）同比上升0.78%；旅客周转量（按收入客公里计）同比上升1.21%；客座率为87.09%，同比上升0.38%。,财联社,http://finance.eastmoney.com/a/202607153807480574.html,operating_update,latest_public_news_window,eastmoney_news_discovery,https://so.eastmoney.com/news/s,"Latest public Eastmoney news window retrieved through AkShare. Category is keyword-based discovery metadata, not sentiment or a trade signal.",2026-08-07T15:09:47.202811+00:00,direct_headline
airline_news_events,0670.HK / 600115.SH,China Eastern Airlines,CN_A/HK,600115,2026-07-15 11:22:42,航油价格大涨致成本大增，中国东航上半年最高预亏24亿元，公司股价年内跌4成,中国东航2026年一季报主要会计数据 3月30日，中国东航（600115）公布2025年年报。2025年，公司推动各项工作取得新的进展和成效。,深圳商报·读创,http://finance.eastmoney.com/a/202607153807238477.html,sector_or_cost_context,latest_public_news_window,eastmoney_news_discovery,https://so.eastmoney.com/news/s,"Latest public Eastmoney news window retrieved through AkShare. Category is keyword-based discovery metadata, not sentiment or a trade signal.",2026-08-07T05:16:59.080478+00:00,direct_headline
airline_news_events,603885.SH,Juneyao Airlines,CN_A,603885,2026-07-14 21:11:25,华夏航空、吉祥航空2026年上半年业绩预告净利润为正,上海吉祥航空股份有限公司603885.SH)预计2026年半年度实现归属于母公司所有者的净利润约为1.4亿元至2.1亿元，扣除非经常性损益后的净利润约为5900万元至8850万元。（界面新闻陈怡轩）,界面新闻,http://finance.eastmoney.com/a/202607143806024885.html,financial_results_or_guidance,latest_public_news_window,eastmoney_news_discovery,https://so.eastmoney.com/news/s,"Latest public Eastmoney news window retrieved through AkShare. Category is keyword-based discovery metadata, not sentiment or a trade signal.",2026-08-07T15:09:47.202811+00:00,direct_headline
airline_news_events,0753.HK / 601111.SH,Air China,CN_A/HK,601111,2026-07-14 19:43:00,中国国航：预计上半年净亏损21亿元至26亿元 航油价格高位运行大幅挤压航空盈利空间,7月14日，中国国航601111.SH)公告称，预计2026年半年度归属于上市公司股东的净亏损为21亿元至26亿元。,每日经济新闻,http://finance.eastmoney.com/a/202607143805905385.html,financial_results_or_guidance,latest_public_news_window,eastmoney_news_discovery,https://so.eastmoney.com/news/s,"Latest public Eastmoney news window retrieved through AkShare. Category is keyword-based discovery metadata, not sentiment or a trade signal.",2026-08-07T03:10:18.125728+00:00,direct_headline
airline_news_events,01055.HK / 600029.SH,China Southern Airlines,CN_A/HK,600029,2026-07-14 19:23:00,南方航空：预计上半年亏损同比扩大至34.73亿元到39.73亿元,7月14日，南方航空（600029/01055）发布公告，公司预计2026年上半年实现归母净亏损34.73亿元至39.73亿元，上年同期则亏损15.33亿元；预计扣非归母净亏损44.80亿元至49.80亿元。,财中社,http://finance.eastmoney.com/a/202607143805855615.html,financial_results_or_guidance,latest_public_news_window,eastmoney_news_discovery,https://so.eastmoney.com/news/s,"Latest public Eastmoney news window retrieved through AkShare. Category is keyword-based discovery metadata, not sentiment or a trade signal.",2026-08-07T05:16:59.080478+00:00,direct_headline
airline_news_events,01055.HK / 600029.SH,China Southern Airlines,CN_A/HK,600029,2026-07-14 19:03:00,南方航空：上半年预亏34.73亿元—39.73亿元,人民财讯7月14日电，南方航空6000297月14日披露业绩预告，预计2026年半年度归属于上市公司股东的净利润为亏损34.73亿元—39.73亿元，上年同期亏损15.33亿元。一季度，公司紧抓春运及市场回暖机遇，持续优化航网结构与客货运布局，整体效益同比大幅提升。,证券时报网,http://finance.eastmoney.com/a/202607143805831072.html,financial_results_or_guidance,latest_public_news_window,eastmoney_news_discovery,https://so.eastmoney.com/news/s,"Latest public Eastmoney news window retrieved through AkShare. Category is keyword-based discovery metadata, not sentiment or a trade signal.",2026-08-07T15:09:47.202811+00:00,direct_headline
airline_news_events,01055.HK / 600029.SH,China Southern Airlines,CN_A/HK,600029,2026-07-14 18:51:09,南方航空：预计2026年半年度净亏损34.73亿元-39.73亿元,南方航空600029.SH)公告称，预计2026年半年度归属于上市公司股东的净利润为净亏损34.73亿元-39.73亿元。业绩变动主要系受国际地缘形势影响，航空煤油价格剧烈波动，航油成本同比激增，导致经营业绩出现亏损。,财联社,http://finance.eastmoney.com/a/202607143805800728.html,financial_results_or_guidance,latest_public_news_window,eastmoney_news_discovery,https://so.eastmoney.com/news/s,"Latest public Eastmoney news window retrieved through AkShare. Category is keyword-based discovery metadata, not sentiment or a trade signal.",2026-08-07T15:09:47.202811+00:00,direct_headline
airline_news_events,603885.SH,Juneyao Airlines,CN_A,603885,2026-07-10 19:15:36,吉祥航空：2026年上半年净利同比预降58.46%-72.3%,中证智能财讯吉祥航空（603885）7月10日晚间披露业绩预告，预计2026年上半年归母净利润1.4亿元至2.1亿元，同比下降58.46%-72.3%；扣非净利润预计5900万元-8850万元，同比下降78.29%-85.53%。,中国证券报·中证网,http://finance.eastmoney.com/a/202607103802032183.html,financial_results_or_guidance,latest_public_news_window,eastmoney_news_discovery,https://so.eastmoney.com/news/s,"Latest public Eastmoney news window retrieved through AkShare. Category is keyword-based discovery metadata, not sentiment or a trade signal.",2026-08-07T05:16:59.080478+00:00,direct_headline
airline_news_events,603885.SH,Juneyao Airlines,CN_A,603885,2026-07-10 19:05:00,航油价格大涨致二季度亏损，吉祥航空上半年净利至少下滑58%,截至7月10日收盘，吉祥航空（603885.SH）报10.28元/股，涨1.18%。今年以来股价下滑近三成。,澎湃新闻,http://finance.eastmoney.com/a/202607103802025357.html,financial_results_or_guidance,latest_public_news_window,eastmoney_news_discovery,https://so.eastmoney.com/news/s,"Latest public Eastmoney news window retrieved through AkShare. Category is keyword-based discovery metadata, not sentiment or a trade signal.",2026-08-07T15:09:47.202811+00:00,direct_headline
airline_news_events,603885.SH,Juneyao Airlines,CN_A,603885,2026-07-10 18:50:26,吉祥航空上半年扣非净利预降超七成！二季度因油价上涨推高运营成本陷亏损,7月10日盘后，吉祥航空（603885）发布公告称，公司预计2026年半年度实现归属于母公司所有者的净利润1.4亿元到2.1亿元，同比将下降58.46%到72.30%；预计实现归属于母公司所有者的扣除非经常性损益的净利润5900万元到8850万元，同比将下降78.29%到85.53%,深圳商报·读创,http://finance.eastmoney.com/a/202607103802007072.html,financial_results_or_guidance,latest_public_news_window,eastmoney_news_discovery,https://so.eastmoney.com/news/s,"Latest public Eastmoney news window retrieved through AkShare. Category is keyword-based discovery metadata, not sentiment or a trade signal.",2026-08-07T15:09:47.202811+00:00,direct_headline
airline_news_events,603885.SH,Juneyao Airlines,CN_A,603885,2026-07-10 17:54:34,吉祥航空预计2026年上半年归母净利润同比下降58.46%-72.30%,7月10日，吉祥航空（603885.SH）发布公告称，预计2026年半年度实现归属于母公司所有者的净利润为1.4亿元至2.1亿元，较上年同期减少2.95亿元到3.65亿元，同比下降58.46%到72.30%。,央广财经,http://finance.eastmoney.com/a/202607103801959376.html,financial_results_or_guidance,latest_public_news_window,eastmoney_news_discovery,https://so.eastmoney.com/news/s,"Latest public Eastmoney news window retrieved through AkShare. Category is keyword-based discovery metadata, not sentiment or a trade signal.",2026-08-07T15:09:47.202811+00:00,direct_headline
airline_news_events,603885.SH,Juneyao Airlines,CN_A,603885,2026-07-10 17:44:00,吉祥航空：上半年净利润同比预降58.46%—72.3%,人民财讯7月10日电，吉祥航空6038857月10日披露业绩预告，预计2026年上半年归母净利润1.4亿元到2.1亿元，同比下降58.46%到72.3%。,证券时报网,http://finance.eastmoney.com/a/202607103801953867.html,financial_results_or_guidance,latest_public_news_window,eastmoney_news_discovery,https://so.eastmoney.com/news/s,"Latest public Eastmoney news window retrieved through AkShare. Category is keyword-based discovery metadata, not sentiment or a trade signal.",2026-08-07T15:09:47.202811+00:00,direct_headline
airline_news_events,603885.SH,Juneyao Airlines,CN_A,603885,2026-07-10 17:30:21,吉祥航空：预计2026年半年度净利润同比下降58.46%-72.30%,吉祥航空603885.SH)公告称，预计2026年半年度归属于上市公司股东的净利润为1.40亿元-2.10亿元，同比下降58.46%-72.30%。,财联社,http://finance.eastmoney.com/a/202607103801940337.html,financial_results_or_guidance,latest_public_news_window,eastmoney_news_discovery,https://so.eastmoney.com/news/s,"Latest public Eastmoney news window retrieved through AkShare. Category is keyword-based discovery metadata, not sentiment or a trade signal.",2026-08-07T15:09:47.202811+00:00,direct_headline
airline_news_events,603885.SH,Juneyao Airlines,CN_A,603885,2026-07-09 09:16:06,吉祥航空：拟4亿元至8亿元回购股份用于股权激励,中证智能财讯吉祥航空（603885）7月9日公告，公司董事会审议通过《关于以集中竞价交易方式回购公司股份方案的议案》，拟以自有资金通过集中竞价方式回购公司股份，回购资金总额不低于4亿元且不超过8亿元，回购股份将全部用于员工持股计划或者股权激励。,中国证券报·中证网,http://finance.eastmoney.com/a/202607093799295757.html,capital_or_management,latest_public_news_window,eastmoney_news_discovery,https://so.eastmoney.com/news/s,"Latest public Eastmoney news window retrieved through AkShare. Category is keyword-based discovery metadata, not sentiment or a trade signal.",2026-08-07T15:09:47.202811+00:00,direct_headline
airline_news_events,0670.HK / 600115.SH,China Eastern Airlines,CN_A/HK,600115,2026-06-26 18:51:00,超600亿元！600115，拟购买25架飞机,中国东航（600115）6月26日晚间公告，公司于2026年6月26日与空中客车公司（简称“空客公司”）在中国上海签订《25架A330NEO系列飞机购买协议》，向空客公司购买25架A330NEO系列飞机。,证券时报,http://finance.eastmoney.com/a/202606263784914257.html,fleet_or_capex,latest_public_news_window,eastmoney_news_discovery,https://so.eastmoney.com/news/s,"Latest public Eastmoney news window retrieved through AkShare. Category is keyword-based discovery metadata, not sentiment or a trade signal.",2026-08-07T15:09:47.202811+00:00,mentioned_in_body
