month,airline_code,airline_name,announcement_date,announcement_time,announcement_id,announcement_title,source_pdf_url,source_quality,retrieved_at
2018-11,601111,Air China,2018-12-15,2018-12-15T00:00:00+08:00,1205671242,2018年11月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2018-12-15/1205671242.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2018-11,603885,Juneyao Airlines,2018-12-15,2018-12-15T00:00:00+08:00,1205670904,2018年11月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2018-12-15/1205670904.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2018-12,600029,China Southern,2019-01-15,2019-01-15T00:00:00+08:00,1205769162,2018年12月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-01-15/1205769162.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2018-12,600115,China Eastern,2019-01-16,2019-01-16T00:00:00+08:00,1205772552,2018年12月经营数据公告,http://static.cninfo.com.cn/finalpage/2019-01-16/1205772552.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2018-12,600221,Hainan Airlines Holdings,2019-01-16,2019-01-16T00:00:00+08:00,1205772358,2018年12月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-01-16/1205772358.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2018-12,601021,Spring Airlines,2019-01-15,2019-01-15T00:00:00+08:00,1205768652,2018年12月份主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-01-15/1205768652.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2018-12,601111,Air China,2019-01-16,2019-01-16T00:00:00+08:00,1205773167,2018年12月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-01-16/1205773167.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2018-12,603885,Juneyao Airlines,2019-01-15,2019-01-15T00:00:00+08:00,1205768701,2018年12月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-01-15/1205768701.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-01,600029,China Southern,2019-02-16,2019-02-16T00:00:00+08:00,1205835863,2019年1月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-02-16/1205835863.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-01,600115,China Eastern,2019-02-16,2019-02-16T00:00:00+08:00,1205835859,2019年1月经营数据公告,http://static.cninfo.com.cn/finalpage/2019-02-16/1205835859.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-01,600221,Hainan Airlines Holdings,2019-02-16,2019-02-16T00:00:00+08:00,1205835505,2019年1月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-02-16/1205835505.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-01,601021,Spring Airlines,2019-02-16,2019-02-16T00:00:00+08:00,1205835479,2019年1月份主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-02-16/1205835479.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-01,601111,Air China,2019-02-16,2019-02-16T00:00:00+08:00,1205835841,2019年1月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-02-16/1205835841.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-01,603885,Juneyao Airlines,2019-02-16,2019-02-16T00:00:00+08:00,1205835547,2019年1月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-02-16/1205835547.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-02,600029,China Southern,2019-03-14,2019-03-14T00:00:00+08:00,1205897383,2019年2月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-03-14/1205897383.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-02,600115,China Eastern,2019-03-16,2019-03-16T00:00:00+08:00,1205902611,2019年2月经营数据公告,http://static.cninfo.com.cn/finalpage/2019-03-16/1205902611.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-02,600221,Hainan Airlines Holdings,2019-03-16,2019-03-16T00:00:00+08:00,1205902302,2019年2月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-03-16/1205902302.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-02,601021,Spring Airlines,2019-03-15,2019-03-15T00:00:00+08:00,1205898901,2019年2月份主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-03-15/1205898901.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-02,601111,Air China,2019-03-15,2019-03-15T00:00:00+08:00,1205898899,2019年2月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-03-15/1205898899.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-02,603885,Juneyao Airlines,2019-03-15,2019-03-15T00:00:00+08:00,1205898871,2019年2月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-03-15/1205898871.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-03,600029,China Southern,2019-04-16,2019-04-16T00:00:00+08:00,1206020952,2019年3月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-04-16/1206020952.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-03,600115,China Eastern,2019-04-17,2019-04-17T00:00:00+08:00,1206041281,2019年3月经营数据公告,http://static.cninfo.com.cn/finalpage/2019-04-17/1206041281.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-03,600221,Hainan Airlines Holdings,2019-04-16,2019-04-16T00:00:00+08:00,1206019678,2019年3月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-04-16/1206019678.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-03,601021,Spring Airlines,2019-04-16,2019-04-16T00:00:00+08:00,1206019372,2019年3月份主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-04-16/1206019372.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-03,601111,Air China,2019-04-16,2019-04-16T00:00:00+08:00,1206019890,2019年3月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-04-16/1206019890.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-03,603885,Juneyao Airlines,2019-04-16,2019-04-16T00:00:00+08:00,1206019331,2019年3月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-04-16/1206019331.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-04,600029,China Southern,2019-05-15,2019-05-15T00:00:00+08:00,1206266145,2019年4月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-05-15/1206266145.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-04,600115,China Eastern,2019-05-16,2019-05-16T00:00:00+08:00,1206272592,2019年4月运营数据公告,http://static.cninfo.com.cn/finalpage/2019-05-16/1206272592.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-04,600221,Hainan Airlines Holdings,2019-05-16,2019-05-16T00:00:00+08:00,1206271861,2019年4月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-05-16/1206271861.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-04,601021,Spring Airlines,2019-05-14,2019-05-14T00:00:00+08:00,1206263699,2019年4月份主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-05-14/1206263699.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-04,601111,Air China,2019-05-16,2019-05-16T00:00:00+08:00,1206272578,2019年4月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-05-16/1206272578.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-04,603885,Juneyao Airlines,2019-05-15,2019-05-15T00:00:00+08:00,1206266216,2019年4月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-05-15/1206266216.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-05,600029,China Southern,2019-06-15,2019-06-15T00:00:00+08:00,1206353954,2019年5月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-06-15/1206353954.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-05,600115,China Eastern,2019-06-15,2019-06-15T00:00:00+08:00,1206354211,2019年5月运营数据公告,http://static.cninfo.com.cn/finalpage/2019-06-15/1206354211.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-05,600221,Hainan Airlines Holdings,2019-06-15,2019-06-15T00:00:00+08:00,1206353933,2019年5月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-06-15/1206353933.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-05,601021,Spring Airlines,2019-06-14,2019-06-14T00:00:00+08:00,1206351644,2019年5月份主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-06-14/1206351644.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-05,601111,Air China,2019-06-14,2019-06-14T00:00:00+08:00,1206351832,2019年5月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-06-14/1206351832.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-05,603885,Juneyao Airlines,2019-06-15,2019-06-15T00:00:00+08:00,1206353999,2019年5月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-06-15/1206353999.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-06,600029,China Southern,2019-07-16,2019-07-16T00:00:00+08:00,1206446698,2019年6月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-06,600115,China Eastern,2019-07-16,2019-07-16T00:00:00+08:00,1206446694,2019年6月运营数据公告,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446694.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-06,600221,Hainan Airlines Holdings,2019-07-16,2019-07-16T00:00:00+08:00,1206447345,2019年6月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-07-16/1206447345.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-06,601021,Spring Airlines,2019-07-13,2019-07-13T00:00:00+08:00,1206442974,2019年6月份主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-07-13/1206442974.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-06,601111,Air China,2019-07-16,2019-07-16T00:00:00+08:00,1206446588,2019年6月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446588.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-06,603885,Juneyao Airlines,2019-07-13,2019-07-13T00:00:00+08:00,1206443309,2019年6月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-07-13/1206443309.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-07,600029,China Southern,2019-08-16,2019-08-16T00:00:00+08:00,1206532874,2019年7月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-08-16/1206532874.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-07,600115,China Eastern,2019-08-17,2019-08-17T00:00:00+08:00,1206540143,2019年7月运营数据公告,http://static.cninfo.com.cn/finalpage/2019-08-17/1206540143.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-07,600221,Hainan Airlines Holdings,2019-08-16,2019-08-16T00:00:00+08:00,1206533258,2019年7月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-08-16/1206533258.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-07,601021,Spring Airlines,2019-08-15,2019-08-15T00:00:00+08:00,1206529064,2019年7月份主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-08-15/1206529064.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-07,601111,Air China,2019-08-16,2019-08-16T00:00:00+08:00,1206533366,2019年7月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-08-16/1206533366.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-07,603885,Juneyao Airlines,2019-08-13,2019-08-13T00:00:00+08:00,1206514833,2019年7月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-08-13/1206514833.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-08,600029,China Southern,2019-09-13,2019-09-13T00:00:00+08:00,1206921122,2019年8月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-09-13/1206921122.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-08,600115,China Eastern,2019-09-17,2019-09-17T00:00:00+08:00,1206925818,2019年8月运营数据公告,http://static.cninfo.com.cn/finalpage/2019-09-17/1206925818.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-08,600221,Hainan Airlines Holdings,2019-09-17,2019-09-17T00:00:00+08:00,1206925671,2019年8月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-09-17/1206925671.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-08,601021,Spring Airlines,2019-09-13,2019-09-13T00:00:00+08:00,1206920335,2019年8月份主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-09-13/1206920335.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-08,601111,Air China,2019-09-17,2019-09-17T00:00:00+08:00,1206926675,2019年8月主要运营数据补充公告,http://static.cninfo.com.cn/finalpage/2019-09-17/1206926675.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-08,603885,Juneyao Airlines,2019-09-13,2019-09-13T00:00:00+08:00,1206920977,2019年8月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-09-13/1206920977.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-09,600029,China Southern,2019-10-16,2019-10-16T00:00:00+08:00,1206985350,2019年9月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-10-16/1206985350.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-09,600115,China Eastern,2019-10-17,2019-10-17T00:00:00+08:00,1206988258,2019年9月运营数据公告,http://static.cninfo.com.cn/finalpage/2019-10-17/1206988258.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-09,600221,Hainan Airlines Holdings,2019-10-16,2019-10-16T00:00:00+08:00,1206985097,2019年9月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-10-16/1206985097.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-09,601021,Spring Airlines,2019-10-15,2019-10-15T00:00:00+08:00,1206980338,2019年9月份主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-10-15/1206980338.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-09,601111,Air China,2019-10-15,2019-10-15T00:00:00+08:00,1206981739,2019年9月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-10-15/1206981739.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-09,603885,Juneyao Airlines,2019-10-15,2019-10-15T00:00:00+08:00,1206980318,2019年9月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-10-15/1206980318.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-10,600029,China Southern,2019-11-15,2019-11-15T00:00:00+08:00,1207090916,2019年10月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-11-15/1207090916.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-10,600115,China Eastern,2019-11-16,2019-11-16T00:00:00+08:00,1207094210,2019年10月运营数据公告,http://static.cninfo.com.cn/finalpage/2019-11-16/1207094210.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-10,600221,Hainan Airlines Holdings,2019-11-16,2019-11-16T00:00:00+08:00,1207095450,2019年10月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-11-16/1207095450.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-10,601021,Spring Airlines,2019-11-15,2019-11-15T00:00:00+08:00,1207090733,2019年10月份主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-11-15/1207090733.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-10,601111,Air China,2019-11-16,2019-11-16T00:00:00+08:00,1207094622,2019年10月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-11-16/1207094622.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-10,603885,Juneyao Airlines,2019-11-16,2019-11-16T00:00:00+08:00,1207094080,2019年10月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-11-16/1207094080.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-11,600029,China Southern,2019-12-17,2019-12-17T00:00:00+08:00,1207169258,2019年11月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-12-17/1207169258.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-11,600115,China Eastern,2019-12-17,2019-12-17T00:00:00+08:00,1207168585,2019年11月运营数据公告,http://static.cninfo.com.cn/finalpage/2019-12-17/1207168585.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-11,600221,Hainan Airlines Holdings,2019-12-17,2019-12-17T00:00:00+08:00,1207168516,2019年11月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-12-17/1207168516.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-11,601021,Spring Airlines,2019-12-14,2019-12-14T00:00:00+08:00,1207163500,2019年11月份主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-12-14/1207163500.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-11,601111,Air China,2019-12-14,2019-12-14T00:00:00+08:00,1207163887,2019年11月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-12-14/1207163887.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-11,603885,Juneyao Airlines,2019-12-17,2019-12-17T00:00:00+08:00,1207168442,2019年11月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2019-12-17/1207168442.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-12,600029,China Southern,2020-01-16,2020-01-16T00:00:00+08:00,1207252648,2019年12月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-01-16/1207252648.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-12,600115,China Eastern,2020-01-16,2020-01-16T00:00:00+08:00,1207253407,2019年12月运营数据公告,http://static.cninfo.com.cn/finalpage/2020-01-16/1207253407.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-12,600221,Hainan Airlines Holdings,2020-01-16,2020-01-16T00:00:00+08:00,1207252697,2019年12月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-01-16/1207252697.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-12,601021,Spring Airlines,2020-01-16,2020-01-16T00:00:00+08:00,1207252584,2019年12月份主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-01-16/1207252584.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-12,601111,Air China,2020-01-16,2020-01-16T00:00:00+08:00,1207252933,2019年12月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-01-16/1207252933.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2019-12,603885,Juneyao Airlines,2020-01-15,2020-01-15T00:00:00+08:00,1207249027,2019年12月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-01-15/1207249027.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-01,600029,China Southern,2020-02-15,2020-02-15T00:00:00+08:00,1207307040,2020年1月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-02-15/1207307040.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-01,600115,China Eastern,2020-02-15,2020-02-15T00:00:00+08:00,1207307599,2020年1月运营数据公告,http://static.cninfo.com.cn/finalpage/2020-02-15/1207307599.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-01,600221,Hainan Airlines Holdings,2020-02-18,2020-02-18T00:00:00+08:00,1207309229,2020年1月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-02-18/1207309229.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-01,601021,Spring Airlines,2020-02-15,2020-02-15T00:00:00+08:00,1207307028,2020年1月份主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-02-15/1207307028.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-01,601111,Air China,2020-02-15,2020-02-15T00:00:00+08:00,1207307026,2020年1月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-02-15/1207307026.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-01,603885,Juneyao Airlines,2020-02-15,2020-02-15T00:00:00+08:00,1207307085,2020年1月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-02-15/1207307085.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-02,600029,China Southern,2020-03-19,2020-03-19T00:00:00+08:00,1207383661,2020年2月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-03-19/1207383661.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-02,600115,China Eastern,2020-03-19,2020-03-19T00:00:00+08:00,1207383658,2020年2月运营数据公告,http://static.cninfo.com.cn/finalpage/2020-03-19/1207383658.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-02,600221,Hainan Airlines Holdings,2020-03-17,2020-03-17T00:00:00+08:00,1207376996,2020年2月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-03-17/1207376996.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-02,601021,Spring Airlines,2020-03-19,2020-03-19T12:06:00+08:00,1207385267,2020年2月份主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-03-19/1207385267.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-02,601111,Air China,2020-03-19,2020-03-19T00:00:00+08:00,1207383617,2020年2月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-03-19/1207383617.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-02,603885,Juneyao Airlines,2020-03-19,2020-03-19T00:00:00+08:00,1207383601,2020年2月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-03-19/1207383601.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-03,600029,China Southern,2020-04-18,2020-04-18T00:00:00+08:00,1207527812,2020年3月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-04-18/1207527812.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-03,600115,China Eastern,2020-04-18,2020-04-18T00:00:00+08:00,1207527923,2020年3月运营数据和新冠肺炎疫情对公司业务影响的公告,http://static.cninfo.com.cn/finalpage/2020-04-18/1207527923.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-03,600221,Hainan Airlines Holdings,2020-04-21,2020-04-21T00:00:00+08:00,1207542060,2020年3月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-04-21/1207542060.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-03,601021,Spring Airlines,2020-04-16,2020-04-16T00:00:00+08:00,1207505635,2020年3月份主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-04-16/1207505635.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-03,601111,Air China,2020-04-18,2020-04-18T00:00:00+08:00,1207528489,2020年3月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-04-18/1207528489.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-03,603885,Juneyao Airlines,2020-04-18,2020-04-18T00:00:00+08:00,1207528924,2020年3月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-04-18/1207528924.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-04,600029,China Southern,2020-05-16,2020-05-16T00:00:00+08:00,1207815917,2020年4月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-05-16/1207815917.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-04,600115,China Eastern,2020-05-16,2020-05-16T00:00:00+08:00,1207816729,2020年4月运营数据公告,http://static.cninfo.com.cn/finalpage/2020-05-16/1207816729.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-04,600221,Hainan Airlines Holdings,2020-05-16,2020-05-16T00:00:00+08:00,1207817824,2020年4月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-05-16/1207817824.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-04,601021,Spring Airlines,2020-05-16,2020-05-16T00:00:00+08:00,1207815592,2020年4月份主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-05-16/1207815592.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-04,601111,Air China,2020-05-16,2020-05-16T00:00:00+08:00,1207818374,2020年4月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-05-16/1207818374.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-04,603885,Juneyao Airlines,2020-05-19,2020-05-19T00:00:00+08:00,1207823079,2020年4月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-05-19/1207823079.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-05,600029,China Southern,2020-06-16,2020-06-16T00:00:00+08:00,1207926599,2020年5月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-06-16/1207926599.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-05,600115,China Eastern,2020-06-16,2020-06-16T00:00:00+08:00,1207926844,2020年5月运营数据公告,http://static.cninfo.com.cn/finalpage/2020-06-16/1207926844.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-05,600221,Hainan Airlines Holdings,2020-06-17,2020-06-17T00:00:00+08:00,1207930591,2020年5月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-06-17/1207930591.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-05,601021,Spring Airlines,2020-06-16,2020-06-16T00:00:00+08:00,1207926160,2020年5月份主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-06-16/1207926160.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
2020-05,601111,Air China,2020-06-16,2020-06-16T00:00:00+08:00,1207926477,2020年5月主要运营数据公告,http://static.cninfo.com.cn/finalpage/2020-06-16/1207926477.PDF,issuer_cninfo_operating_release,2026-08-06T21:36:36.493291+00:00
