dataset_id,ticker,company,report_date,report_title,institution,rating,eps_2026_native,eps_2027_native,eps_2028_native,pe_2026,pe_2027,pe_2028,report_url,source_quality,source_note,retrieved_at
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2024-07-16,公司深度报告：民营航空巨头，国内外航线稳步发展,信达证券,增持,1.23,,,9.48,,,https://pdf.dfcfw.com/pdf/H3_AP202407161637969487_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2024-04-10,23年业绩扭亏为盈，盈利增长可期,国信证券,买入,1.46,,,8.3,,,https://pdf.dfcfw.com/pdf/H3_AP202404101630106080_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2024-04-09,2023年扭亏为盈，民营航司再显盈利能力优势,中邮证券,买入,1.19,,,10.13,,,https://pdf.dfcfw.com/pdf/H3_AP202404091630074034_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2024-04-09,业务量迅速恢复，航网持续拓展,国金证券,买入,1.837,,,6.56,,,https://pdf.dfcfw.com/pdf/H3_AP202404091630069448_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2023-11-02,2023年三季报点评：3Q23创历史佳绩，国际及地区航线运力恢复领先同行,西南证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP202311021607888487_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2023-11-01,Q3供需大幅改善 利润超2019年,国金证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP202311011607618435_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2023-10-31,三季度业绩基本符合预期，看好业绩弹性释放,中邮证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP202310311606737873_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2023-10-25,首次覆盖报告：复苏加速 民营航企龙头重回正轨,申港证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP202310251603470956_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2023-08-22,扣汇归母净利逐季改善，看好暑运旺季盈利弹性,华金证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP202308221595492640_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2023-08-22,上半年经营迅速恢复，二季度扣汇利润进一步增长,国信证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP202308221595470278_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2023-08-22,Q2成本明显改善 汇兑影响业绩修复,国金证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP202308221595469309_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2023-05-04,一季度迅速恢复盈利，看好民营航司成长潜力,国信证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP202305041586234127_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2023-05-04,Q1扭亏为盈，复苏趋势确定,国金证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP202305041586232976_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2023-05-04,一季度扭亏为盈，迎接五一和暑运旺季,华金证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP202305031586224699_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2023-04-18,最差时刻过去，迎来强势复苏,华金证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP202304181585542983_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2023-04-18,业绩阶段承压，盈利修复可期,国金证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP202304181585538574_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2023-04-18,不可抗力下亏损扩大，2023年业绩有望迅速反转,国信证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP202304181585534369_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2023-04-03,深度报告：供求错配周期中的强阿尔法,华金证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP202304021585025574_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2022-11-04,Q3亏损环比收窄，疫后修复可期,国金证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP202211041579948029_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2022-11-02,汇率波动致财费大增，33亿元定增落地,西南证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP202211021579777995_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2022-09-06,Q2疫情显著影响，至暗时刻再现,国金证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP202209061578072479_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2022-04-29,短期业绩仍承压，期待暑运旺季表现,国金证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP202204291562335319_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2022-04-20,2021年年报点评：受疫情反复影响21年亏损与20年齐平,西南证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP202204201560450477_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2022-04-20,年末疫情扰动全年亏损小幅扩大，看好长期前景,国信证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP202204201560437432_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2022-04-20,至暗时刻将过，静待盈利修复,国金证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP202204201560426152_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2021-12-22,民营航司突破中发展，蓄力静待复苏高增长,国金证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP202112221536065458_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2021-08-04,H1扣汇净利润-2.7亿，成本控制略超预期,西南证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP202108041508009554_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2019-11-05,RPK growth beats expectation,招银国际,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP201911051370370763_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2019-04-12,Q4座收提升明显，等待宽体机运营洲际航线,国金证券,,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP201904121318653149_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2018-10-19,国际线拖累营收，转让子公司贡献业绩增长,国金证券,,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP201810191216781521_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2018-08-27,Q2收益水平提升明显，成本上升业绩微降,国金证券,,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP201808271183118263_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2018-07-11,成长性突出，受益于提价,国金证券,,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP201807111165357775_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2018-04-26,提价策略显成效，期待宽体机提供新增长点,国金证券,,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP201804261130724019_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2018-04-17,机队引进加快拉动营收，期待宽体机提供新增长点,国金证券,,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP201804171124239749_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2017-10-27,Q3高增长，入盟优势初显，全年业绩可期,西南证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP201710270982273902_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2017-08-31,营收增速平稳，油价拖累业绩,西南证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP201708310842463244_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2017-08-30,营收增长平稳，毛利率下滑拖累业绩,国金证券,,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP201708300838026269_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2017-05-02,营收维持高增长，顺应市场布局国内航线,国金证券,,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP201705020547861557_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2017-04-20,【联讯交运公司点评】吉祥航空：双品牌、双枢纽，助力业绩高速增长,联讯证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP201704200517313256_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2017-04-19,立足上海深耕国内，九元航空未来可期,西南证券,买入,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP201704190514165714_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,603885.SH,Juneyao Airlines,2017-04-19,2016年报点评：运力持续增长，补贴增厚收益,民生证券,,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP201704190513844518_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
airline_sell_side_reports_akshare,600221.SH,Hainan Airlines Holdings,2021-06-18,企业研究：海航控股吸引战投的核心价值是什么？,头豹研究院,,,,,,,,https://pdf.dfcfw.com/pdf/H3_AP202106181498489403_1.pdf,akshare_discovery,Eastmoney public research-report discovery feed; report PDF links and ratings are retained for manual primary-source review.,2026-08-07T15:04:50.304209+00:00
