dataset_id,company,ticker,market,event_date,event_type,estimate_metric,fiscal_year,institution,prior_event_date,current_value_native,prior_value_native,change_native,change_pct,direction,rating,previous_rating,target_price_low_native,target_price_high_native,source_quality,source_url,information_scope,source_note,retrieved_at
airline_consensus_events,China Eastern Airlines,0670.HK / 600115.SH,CN_A,2026-04-30,rating_event,rating,,申万宏源证券,,,,,,maintain_or_new,增持,增持,,,cninfo_discovery,https://webapi.cninfo.com.cn/#/thematicStatistics?name=%E6%8A%95%E8%B5%84%E8%AF%84%E7%BA%A7,queried_public_report_dates,Unified dated Cninfo investment-rating event. This is queried-date coverage and does not imply a complete daily rating or estimate history.,2026-08-07T15:33:02.185688+00:00
airline_consensus_events,China Southern Airlines,01055.HK / 600029.SH,CN_A,2026-04-30,rating_event,rating,,国金证券,,,,,,unknown,买入,不评级,,,cninfo_discovery,https://webapi.cninfo.com.cn/#/thematicStatistics?name=%E6%8A%95%E8%B5%84%E8%AF%84%E7%BA%A7,queried_public_report_dates,Unified dated Cninfo investment-rating event. This is queried-date coverage and does not imply a complete daily rating or estimate history.,2026-08-07T15:33:02.185688+00:00
airline_consensus_events,Juneyao Airlines,603885.SH,CN_A,2026-04-30,estimate_revision,eps,2026.0,国金证券,2025-04-30,0.401,0.302,0.099,32.7814569536424,up,,,,,akshare_discovery,https://pdf.dfcfw.com/pdf/H3_AP202604301821834298_1.pdf,broker_report_vintage,Unified dated same-institution/same-fiscal-year estimate revision. The source feed is sparse and is not a complete consensus-vintage tape.,2026-08-07T15:33:02.185688+00:00
airline_consensus_events,Juneyao Airlines,603885.SH,CN_A,2026-04-30,estimate_revision,eps,2027.0,国金证券,2025-04-30,0.761,0.325,0.436,134.15384615384616,up,,,,,akshare_discovery,https://pdf.dfcfw.com/pdf/H3_AP202604301821834298_1.pdf,broker_report_vintage,Unified dated same-institution/same-fiscal-year estimate revision. The source feed is sparse and is not a complete consensus-vintage tape.,2026-08-07T15:33:02.185688+00:00
airline_consensus_events,Juneyao Airlines,603885.SH,CN_A,2026-04-30,rating_event,rating,,中金,,,,,,maintain_or_new,增持,增持,14.5,14.5,cninfo_discovery,https://webapi.cninfo.com.cn/#/thematicStatistics?name=%E6%8A%95%E8%B5%84%E8%AF%84%E7%BA%A7,queried_public_report_dates,Unified dated Cninfo investment-rating event. This is queried-date coverage and does not imply a complete daily rating or estimate history.,2026-08-07T15:33:02.185688+00:00
airline_consensus_events,Juneyao Airlines,603885.SH,CN_A,2026-04-30,rating_event,rating,,国金证券,,,,,,maintain_or_new,买入,买入,,,cninfo_discovery,https://webapi.cninfo.com.cn/#/thematicStatistics?name=%E6%8A%95%E8%B5%84%E8%AF%84%E7%BA%A7,queried_public_report_dates,Unified dated Cninfo investment-rating event. This is queried-date coverage and does not imply a complete daily rating or estimate history.,2026-08-07T15:33:02.185688+00:00
airline_consensus_events,Spring Airlines,601021.SH,CN_A,2026-04-30,estimate_revision,eps,2026.0,国金证券,2025-11-02,2.177,3.184,-1.007,-31.626884422110557,down,,,,,akshare_discovery,https://pdf.dfcfw.com/pdf/H3_AP202604301821850901_1.pdf,broker_report_vintage,Unified dated same-institution/same-fiscal-year estimate revision. The source feed is sparse and is not a complete consensus-vintage tape.,2026-08-07T15:33:02.185688+00:00
airline_consensus_events,Spring Airlines,601021.SH,CN_A,2026-04-30,estimate_revision,eps,2027.0,国金证券,2025-11-02,3.17,3.669,-0.4990000000000001,-13.600436086127011,down,,,,,akshare_discovery,https://pdf.dfcfw.com/pdf/H3_AP202604301821850901_1.pdf,broker_report_vintage,Unified dated same-institution/same-fiscal-year estimate revision. The source feed is sparse and is not a complete consensus-vintage tape.,2026-08-07T15:33:02.185688+00:00
airline_consensus_events,Spring Airlines,601021.SH,CN_A,2026-04-30,estimate_revision,revenue,2026.0,国金证券,2025-11-02,25104.0,24356.0,748.0,3.071111841024799,up,,,,,sell_side_pdf_extracted,https://pdf.dfcfw.com/pdf/H3_AP202604301821850901_1.pdf,broker_report_vintage,Unified dated same-institution/same-fiscal-year estimate revision. The source feed is sparse and is not a complete consensus-vintage tape.,2026-08-07T15:33:02.185688+00:00
airline_consensus_events,Spring Airlines,601021.SH,CN_A,2026-04-30,estimate_revision,revenue,2027.0,国金证券,2025-11-02,26844.0,26678.0,166.0,0.6222355498912961,up,,,,,sell_side_pdf_extracted,https://pdf.dfcfw.com/pdf/H3_AP202604301821850901_1.pdf,broker_report_vintage,Unified dated same-institution/same-fiscal-year estimate revision. The source feed is sparse and is not a complete consensus-vintage tape.,2026-08-07T15:33:02.185688+00:00
airline_consensus_events,Spring Airlines,601021.SH,CN_A,2026-04-30,rating_event,rating,,中金,,,,,,maintain_or_new,增持,增持,67.9,67.9,cninfo_discovery,https://webapi.cninfo.com.cn/#/thematicStatistics?name=%E6%8A%95%E8%B5%84%E8%AF%84%E7%BA%A7,queried_public_report_dates,Unified dated Cninfo investment-rating event. This is queried-date coverage and does not imply a complete daily rating or estimate history.,2026-08-07T15:33:02.185688+00:00
airline_consensus_events,Spring Airlines,601021.SH,CN_A,2026-04-30,rating_event,rating,,国金证券,,,,,,maintain_or_new,买入,买入,,,cninfo_discovery,https://webapi.cninfo.com.cn/#/thematicStatistics?name=%E6%8A%95%E8%B5%84%E8%AF%84%E7%BA%A7,queried_public_report_dates,Unified dated Cninfo investment-rating event. This is queried-date coverage and does not imply a complete daily rating or estimate history.,2026-08-07T15:33:02.185688+00:00
airline_consensus_events,Air China,0753.HK / 601111.SH,CN_A,2026-05-01,rating_event,rating,,国海证券,,,,,,unknown,买入,不评级,,,cninfo_discovery,https://webapi.cninfo.com.cn/#/thematicStatistics?name=%E6%8A%95%E8%B5%84%E8%AF%84%E7%BA%A7,queried_public_report_dates,Unified dated Cninfo investment-rating event. This is queried-date coverage and does not imply a complete daily rating or estimate history.,2026-08-07T15:33:02.185688+00:00
airline_consensus_events,China Eastern Airlines,0670.HK / 600115.SH,CN_A,2026-05-01,rating_event,rating,,国海证券,,,,,,unknown,买入,不评级,,,cninfo_discovery,https://webapi.cninfo.com.cn/#/thematicStatistics?name=%E6%8A%95%E8%B5%84%E8%AF%84%E7%BA%A7,queried_public_report_dates,Unified dated Cninfo investment-rating event. This is queried-date coverage and does not imply a complete daily rating or estimate history.,2026-08-07T15:33:02.185688+00:00
airline_consensus_events,China Southern Airlines,01055.HK / 600029.SH,CN_A,2026-05-01,rating_event,rating,,华泰证券,,,,,,maintain_or_new,买入,买入,7.8,7.8,cninfo_discovery,https://webapi.cninfo.com.cn/#/thematicStatistics?name=%E6%8A%95%E8%B5%84%E8%AF%84%E7%BA%A7,queried_public_report_dates,Unified dated Cninfo investment-rating event. This is queried-date coverage and does not imply a complete daily rating or estimate history.,2026-08-07T15:33:02.185688+00:00
