dataset_id,company,ticker,period,target_year,row_status,ask_native_mn,target_revenue_native_mn,lf_prior,lf_normal,lf_shrink_lambda,yield_prior,yield_normal,yield_pressure_score,yield_modifier_delta_pct,recovery_overlay_active,revenue_base_decomposition_native_mn,revenue_dynamic_shrinkage_native_mn,revenue_residual_yield_native_mn,revenue_recovery_overlay_native_mn,error_base_decomposition_pct,error_dynamic_shrinkage_pct,error_residual_yield_pct,error_recovery_overlay_pct,retrieved_at
airline_earnings_model_v4,China Southern Airlines,600029.SH,H1,2020,historical_evaluated,85796.29000000001,38964.0,0.8264825935361577,0.8244034208655587,0.5976998592105573,0.5315848756417605,0.5441073707359396,-2.1159031404605413,-3.0,False,37694.22651493957,38012.942269419196,36872.554001336626,36872.554001336626,-3.258837606663667,-2.4408626695945124,-5.367636789506658,-5.367636789506658,2026-08-10T21:05:59.950266+00:00
airline_earnings_model_v4,China Southern Airlines,600029.SH,H1,2021,historical_evaluated,114307.13999999998,51576.0,0.6743744980115107,0.8237751037166319,0.5,0.6734322142359256,0.5445372122825834,0.6054744173475102,0.9082116260212653,False,51912.07455427267,52144.071341867384,52617.64986007504,52617.64986007504,0.6516103503037662,1.1014257442752085,2.0196406469579653,2.0196406469579653,2026-08-10T21:05:59.950266+00:00
airline_earnings_model_v4,China Southern Airlines,600029.SH,H1,2022,historical_evaluated,75058.48999999999,40817.0,0.7367803970950546,0.823146786567705,0.6196039822926349,0.612401486310851,0.5449670538292273,-0.0301149905356011,-0.04517248580340165,False,33866.79677437472,33895.09418127858,33879.78292467149,33879.78292467149,-17.027716945452333,-16.958389442441668,-16.995901402181712,-16.995901402181712,2026-08-10T21:05:59.950266+00:00
airline_earnings_model_v4,China Southern Airlines,600029.SH,H1,2023,historical_evaluated,144043.93,71830.0,0.6437085265104588,0.7799635918313799,0.5368607350176824,0.8447962870937222,0.5786842700700392,1.4673551884756388,2.201032782713458,False,78331.45978303054,73462.53408221327,75079.46854037483,75079.46854037483,9.05117608663586,2.272774721165627,4.523832020569163,4.523832020569163,2026-08-10T21:05:59.950266+00:00
airline_earnings_model_v4,China Southern Airlines,600029.SH,H1,2024,historical_evaluated,175282.71,84790.0,0.7575325110888047,0.7575325110888047,0.9,0.658278435557263,0.612401486310851,0.4886632740916903,0.7329949111375353,False,87407.75858656454,86798.59366670447,87434.82294122037,87434.82294122037,3.0873435388188986,2.3689039588447702,3.119262815450363,3.119262815450363,2026-08-10T21:05:59.950266+00:00
airline_earnings_model_v4,China Southern Airlines,600029.SH,H1,2025,historical_evaluated,184837.27999999997,86291.0,0.8308643790365859,0.7903396488282548,0.7836255122181116,0.58220430969891,0.5973028980048805,-0.0358434491445355,-0.05376517371680324,False,89411.85911148907,88964.6779712263,88916.84595756847,88916.84595756847,3.6166681478822404,3.098443605041412,3.0430125477378445,3.0430125477378445,2026-08-10T21:05:59.950266+00:00
airline_earnings_model_v4,China Southern Airlines,600029.SH,H2,2020,historical_evaluated,128997.91999999998,53597.0,0.8295601748050648,0.8241622399549983,0.5961600192389774,0.551068778743749,0.559735731326849,-2.1159031404605413,-3.0,False,58970.717041730015,59189.317735087636,57413.63820303501,57413.63820303501,10.026152661025822,10.43401260348087,7.120992225376432,7.120992225376432,2026-08-10T21:05:59.950266+00:00
airline_earnings_model_v4,China Southern Airlines,600029.SH,H2,2021,historical_evaluated,99625.76,50068.0,0.7408191542933407,0.8225554403122088,0.5,0.560848510837696,0.5602921210822724,0.6054744173475102,0.9082116260212653,False,41393.23997410191,43655.081037309035,44051.561558638874,44051.561558638874,-17.325956750615347,-12.808418476254225,-12.016534395943768,-12.016534395943768,2026-08-10T21:05:59.950266+00:00
airline_earnings_model_v4,China Southern Airlines,600029.SH,H2,2022,historical_evaluated,78826.51999999999,46242.0,0.6843852433346558,0.8209486406694194,0.5,0.7343244004317829,0.560848510837696,-0.0301149905356011,-0.04517248580340165,False,39615.11764989296,38421.37937551487,38404.023483371,38404.023483371,-14.330873124231303,-16.912375382736744,-16.949908128171366,-16.949908128171366,2026-08-10T21:05:59.950266+00:00
airline_earnings_model_v4,China Southern Airlines,600029.SH,H2,2023,historical_evaluated,172177.65,88099.0,0.6818880244871904,0.7808838974813801,0.5919026375475928,0.8603025142295397,0.5623483573945183,1.4673551884756388,2.201032782713458,False,101004.57170124978,91867.11713355359,93889.14249819689,93889.14249819689,14.648942327665203,4.277139506184624,6.5723135315916,6.5723135315916,2026-08-10T21:05:59.950266+00:00
airline_earnings_model_v4,China Southern Airlines,600029.SH,H2,2024,historical_evaluated,187641.58,89434.0,0.8004027816618475,0.8004027816618475,0.9,0.6392718980502856,0.5638482039513404,0.4886632740916903,0.7329949111375353,False,96011.50646683817,94878.72673479932,95574.1829735175,95574.1829735175,7.354592735244059,6.087983020774335,6.865602537645077,6.865602537645077,2026-08-10T21:05:59.950266+00:00
airline_earnings_model_v4,China Southern Airlines,600029.SH,H2,2025,historical_evaluated,201423.65,95965.0,0.8544944569322003,0.8106757111656335,0.7621864820010948,0.5577817805546497,0.5623483573945183,-0.0358434491445355,-0.05376517371680324,False,96002.83004491864,95016.69766694275,94965.61177438215,94965.61177438215,0.039420668909118106,-0.9881752024772039,-1.0414090820797695,-1.0414090820797695,2026-08-10T21:05:59.950266+00:00
