date,series_id,metric,index_value,source_agency,yield_pct,yield_bp,delta_bp_1m,delta_bp_12m,ip_reval_pre_tax_hkdm,ip_reval_calibrated_hkdm,eps_impact_hkd
1998-01-01,overall,rental_yield,4.141451,Centaline Property Agency,4.141451,414.1451,9.07340000000005,-1.9202599999999848,-2225.084208421065,-934.5353675368472,-0.12331779919156102
1998-02-01,overall,rental_yield,4.1612477,Centaline Property Agency,4.1612477,416.12476999999996,1.9796699999999419,11.064719999999966,-485.4775998947226,-203.90059195578348,-0.02690596110890615
1998-03-01,overall,rental_yield,3.8127651,Centaline Property Agency,3.8127651,381.27651000000003,-34.848259999999925,-8.578289999999981,8545.893823368402,3589.275405814729,0.4736273865205188
1998-04-01,overall,rental_yield,4.0214353,Centaline Property Agency,4.0214353,402.14353000000006,20.867020000000025,11.623240000000067,-5117.252262526322,-2149.245950261055,-0.2836064740986043
1998-05-01,overall,rental_yield,4.1650805,Centaline Property Agency,4.1650805,416.50805,14.36451999999997,20.008960000000002,-3522.633920421046,-1479.5062465768392,-0.19523012242854376
1998-06-01,overall,rental_yield,4.7870555,Centaline Property Agency,4.7870555,478.70555,62.19749999999999,109.51843000000002,-15252.791131578944,-6406.172275263157,-0.8453345840828215
1998-07-01,overall,rental_yield,4.8779707,Centaline Property Agency,4.8779707,487.79706999999996,9.091519999999946,107.12903,-2229.5278046315657,-936.4016779452576,-0.12356407054753984
1998-08-01,overall,rental_yield,4.885719,Centaline Property Agency,4.885719,488.57189999999997,0.7748300000000086,102.29719999999998,-190.01278431579158,-79.80536941263246,-0.010530818695042405
1998-09-01,overall,rental_yield,5.1223555,Centaline Property Agency,5.1223555,512.23555,23.66365000000002,127.39720999999997,-5803.074253157899,-2437.2911863263175,-0.32161584839634194
1998-10-01,overall,rental_yield,5.1919527,Centaline Property Agency,5.1919527,519.1952699999999,6.9597199999999475,148.40528999999992,-1706.7431246315662,-716.8321123452578,-0.09459049015688495
1998-11-01,overall,rental_yield,4.741552,Centaline Property Agency,4.741552,474.15520000000004,-45.0400699999999,67.99294000000009,11045.247481999977,4639.00394243999,0.6121456463766405
1998-12-01,overall,rental_yield,4.535186,Centaline Property Agency,4.535186,453.51860000000005,-20.636599999999987,48.446900000000085,5060.74600210526,2125.5133208842094,0.2804748049018618
1999-01-01,overall,rental_yield,4.6223855,Centaline Property Agency,4.6223855,462.23855000000003,8.719949999999983,48.09345000000002,-2138.4071068421013,-898.1309848736825,-0.11851401272515755
1999-02-01,overall,rental_yield,4.7106814,Centaline Property Agency,4.7106814,471.06814,8.829589999999996,54.94337000000007,-2165.294297157894,-909.4236048063154,-0.12000414470472028
1999-03-01,overall,rental_yield,4.6557355,Centaline Property Agency,4.6557355,465.57354999999995,-5.494590000000073,84.29703999999992,1347.446981368439,565.9277321747444,0.07467771136067676
1999-04-01,overall,rental_yield,4.616184,Centaline Property Agency,4.616184,461.61839999999995,-3.9551500000000033,59.474869999999896,969.9276794736851,407.3696253789477,0.05375497536452711
1999-05-01,overall,rental_yield,4.642884,Centaline Property Agency,4.642884,464.28839999999997,2.670000000000016,47.78034999999994,-654.7683157894776,-275.0026926315806,-0.03628832894410784
1999-06-01,overall,rental_yield,4.649571,Centaline Property Agency,4.649571,464.95709999999997,0.6687000000000012,-13.748450000000048,-163.98635684210555,-68.87426987368433,-0.009088391597350117
1999-07-01,overall,rental_yield,4.7066236,Centaline Property Agency,4.7066236,470.66236000000004,5.705260000000067,-17.134709999999927,-1399.1099181052796,-587.6261656042174,-0.07754095565230781
1999-08-01,overall,rental_yield,4.869643,Centaline Property Agency,4.869643,486.9643,16.301939999999945,-1.6075999999999908,-3997.75048610525,-1679.055204164205,-0.2215618581075295
1999-09-01,overall,rental_yield,4.9176874,Centaline Property Agency,4.9176874,491.76874000000004,4.804440000000056,-20.466809999999953,-1178.2004071579086,-494.8441710063216,-0.06529778992967433
1999-10-01,overall,rental_yield,4.9523845,Centaline Property Agency,4.9523845,495.23845,3.4697099999999637,-23.956819999999936,-850.8824617894649,-357.3706339515752,-0.047157295063916985
1999-11-01,overall,rental_yield,4.956087,Centaline Property Agency,4.956087,495.6087,0.37024999999999864,21.453499999999963,-90.79699210526283,-38.13473668421039,-0.005032117524927266
1999-12-01,overall,rental_yield,4.8476963,Centaline Property Agency,4.8476963,484.76963,-10.839069999999992,31.251029999999957,2658.082250421051,1116.3945451768413,0.14731525753116417
2000-01-01,overall,rental_yield,4.828861,Centaline Property Agency,4.828861,482.8861,-1.8835300000000075,20.647549999999967,461.9010358947387,193.99843507579024,0.02559930944423045
2000-02-01,overall,rental_yield,4.820436,Centaline Property Agency,4.820436,482.04359999999997,-0.8425000000000296,10.975459999999941,206.60760526316514,86.77519421052935,0.011450530762326496
2000-03-01,overall,rental_yield,4.9111204,Centaline Property Agency,4.9111204,491.11204,9.06844000000001,25.538490000000024,-2223.867859789476,-934.0245011115799,-0.12325038716475793
2000-04-01,overall,rental_yield,5.0418673,Centaline Property Agency,5.0418673,504.18673,13.074690000000032,42.56833000000006,-3206.326872947376,-1346.6572866378979,-0.17769986949896463
2000-05-01,overall,rental_yield,5.308948,Centaline Property Agency,5.308948,530.8948,26.70807000000002,66.60640000000006,-6549.662176736847,-2750.8581142294756,-0.36299296989597496
2000-06-01,overall,rental_yield,5.554395,Centaline Property Agency,5.554395,555.4395000000001,24.544700000000034,90.4824000000001,-6019.135535789482,-2528.036925031582,-0.33359031739117584
2000-07-01,overall,rental_yield,5.396636,Centaline Property Agency,5.396636,539.6636,-15.775900000000092,69.00123999999994,3868.748866315812,1624.874523852641,0.21441237774882052
2000-08-01,overall,rental_yield,5.4646444,Centaline Property Agency,5.4646444,546.46444,6.800839999999994,59.50013999999999,-1667.7807313684195,-700.4679071747362,-0.09243113071769463
2000-09-01,overall,rental_yield,5.425815,Centaline Property Agency,5.425815,542.5815,-3.8829399999999623,50.81275999999997,952.2195071578856,399.93219300631193,0.05277355954690333
2000-10-01,overall,rental_yield,5.4315968,Centaline Property Agency,5.4315968,543.15968,0.5781799999999748,47.92122999999998,-141.7879943157833,-59.550957612628984,-0.007858122108203457
2000-11-01,overall,rental_yield,5.6376987,Centaline Property Agency,5.6376987,563.76987,20.61018999999999,68.16116999999997,-5054.269436105261,-2122.7931631642095,-0.2801158630414072
2000-12-01,overall,rental_yield,5.6277328,Centaline Property Agency,5.6277328,562.77328,-0.9965899999999692,78.00365,244.39533926315036,102.64604249052314,0.0135447886675682
2001-01-01,overall,rental_yield,5.847083,Centaline Property Agency,5.847083,584.7083,21.93502000000001,101.82220000000001,-5379.159588842108,-2259.247027313685,-0.29812180567624713
2001-02-01,overall,rental_yield,5.84706,Centaline Property Agency,5.84706,584.706,-0.002299999999991087,102.66240000000005,0.5640326315767616,0.23689370526223988,3.1259609202668204e-05
2001-03-01,overall,rental_yield,5.6189694,Centaline Property Agency,5.6189694,561.89694,-22.809060000000045,70.7849,5593.501798105274,2349.270755204215,0.31000100081868504
2001-04-01,overall,rental_yield,5.6856346,Centaline Property Agency,5.6856346,568.5634600000001,6.666520000000105,64.37673000000007,-1634.8412256842364,-686.6333147873793,-0.09060556954025326
2001-05-01,overall,rental_yield,5.8088217,Centaline Property Agency,5.8088217,580.88217,12.318709999999896,49.98736999999994,-3020.9367038947116,-1268.7934156357787,-0.16742524368803904
2001-06-01,overall,rental_yield,5.79178,Centaline Property Agency,5.79178,579.178,-1.7041699999999764,23.73849999999993,417.916299894731,175.52484595578701,0.023161603571789893
2001-07-01,overall,rental_yield,5.8457446,Centaline Property Agency,5.8457446,584.5744599999999,5.396459999999934,44.91085999999996,-1323.3824065262995,-555.8206107410458,-0.07334401333847065
2001-08-01,overall,rental_yield,5.8722625,Centaline Property Agency,5.8722625,587.2262499999999,2.6517900000000054,40.76180999999997,-650.3026487368435,-273.12711246947424,-0.036040834386028224
2001-09-01,overall,rental_yield,5.954549,Centaline Property Agency,5.954549,595.4549,8.228650000000016,52.87339999999995,-2017.9248321052673,-847.5284294842122,-0.11183668837675349
2001-10-01,overall,rental_yield,6.133539,Centaline Property Agency,6.133539,613.3539,17.899,70.19421999999997,-4389.400031578948,-1843.548013263158,-0.24326771526988106
2001-11-01,overall,rental_yield,5.9665112,Centaline Property Agency,5.9665112,596.65112,-16.70277999999996,32.88125000000002,4096.049112210518,1720.3406271284173,0.22700972843485415
2001-12-01,overall,rental_yield,5.7826014,Centaline Property Agency,5.7826014,578.26014,-18.390980000000013,15.486859999999979,4510.049063789477,1894.2206067915804,0.2499542815897022
2002-01-01,overall,rental_yield,5.69443,Centaline Property Agency,5.69443,569.443,-8.817139999999995,-15.265300000000025,2162.2411639999987,908.1412888799994,0.11983493508099209
2002-02-01,overall,rental_yield,5.6857214,Centaline Property Agency,5.6857214,568.57214,-0.8708599999999933,-16.133860000000027,213.56237284210363,89.69619659368352,0.011835975334930833
2002-03-01,overall,rental_yield,5.6109962,Centaline Property Agency,5.6109962,561.09962,-7.472520000000031,-0.7973200000000134,1832.4978783157974,769.6491088926349,0.10156002389566453
2002-04-01,overall,rental_yield,5.6316214,Centaline Property Agency,5.6316214,563.16214,2.062520000000063,-5.401320000000055,-505.7950362105418,-212.43391520842755,-0.028031986596930014
2002-05-01,overall,rental_yield,5.5138726,Centaline Property Agency,5.5138726,551.38726,-11.774880000000053,-29.494910000000004,2887.5724143158027,1212.780414012637,0.16003397704771383
2002-06-01,overall,rental_yield,5.4989,Centaline Property Agency,5.4989,549.89,-1.497259999999983,-29.28800000000001,367.1754338947327,154.21368223578773,0.02034946194563819
2002-07-01,overall,rental_yield,5.5144444,Centaline Property Agency,5.5144444,551.44444,1.5544399999999996,-33.130019999999945,-381.1977755789473,-160.10306574315786,-0.02112660301268863
2002-08-01,overall,rental_yield,5.646439,Centaline Property Agency,5.646439,564.6439,13.199460000000045,-22.582349999999906,-3236.924417052643,-1359.5082551621101,-0.17939563534254402
